medication_id,Pharma_Class,Generic_name,Drug_Name_Dose,drug_concept_id,frequency,percentage
6822680,"Vitamins - B-12, Cyanocobalamin and derivatives",hydroxocobalamin,HYDROXOCOBALAMIN (BULK) POWDER,1377023,57,0.01%
6711455,Antimalarials,hydroxychloroquine sulfate,HYDROXYCHLOROQUINE 200 MG TABLET,40184086,117031,93.91%
2940248,Antimalarials,hydroxychloroquine sulfate,PLAQUENIL 200 MG TABLET,40184085,1895,1.52%
1877834,Antimalarials,hydroxychloroquine sulfate,HYDROXYCHLOROQUINE (PLAQUENIL) 100 MG HALFTAB,40184086,1132,0.91%
9138236,Antimalarials,hydroxychloroquine sulfate,PLAQUENIL ORAL,"",490,0.39%
9306162,Antimalarials,hydroxychloroquine sulfate,HYDROXYCHLOROQUINE 300 MG TABLET,1777087,264,0.21%
2382041,Antimalarials,hydroxychloroquine sulfate,HYDROXYCHLOROQUINE ORAL,"",181,0.15%
2708109,Antimalarials,hydroxychloroquine sulfate,HYDROXYCHLOROQUINE 100 MG TABLET,1777087,136,0.11%
2344098,Antimalarials,hydroxychloroquine sulfate,HYDROXYCHLOROQUINE 400 MG TABLET,40242200,125,0.1%
8026291,Antimalarials,hydroxychloroquine sulfate,HYDROXYCHLOROQUINE 200 MG ORAL CAPSULES (YNHHS COMPOUNDED),40184086,107,0.09%
7503527,Progestins,hydroxyprogesterone caproat PF,HYDROXYPROGESTERONE (PF)(PREGNANCY PRESERVING) 250 MG ML (1 ML) IM OIL,40239137,8408,6.83%
4006280,Progestins,hydroxyprogesterone caproat PF,HYDROXYPROGESTERONE(PF)(PREG PRESERV) 275 MG 1.1 ML SUBCUT AUTO-INJECT,964336,826,0.67%
2864650,Progestins,hydroxyprogesterone caproat PF,MAKENA (PF) 275 MG 1.1 ML SUBCUTANEOUS AUTO-INJECTOR,964336,187,0.15%
8108013,Progestins,hydroxyprogesterone caproat PF,MAKENA 250 MG ML (1 ML) INTRAMUSCULAR OIL,40236089,83,0.07%
7482379,Progestins,hydroxyprogesterone caproate,HYDROXYPROGESTERONE CAPROATE 250 MG ML INTRAMUSCULAR OIL,40239138,5509,4.47%
3012982,Progestins,hydroxyprogesterone caproate,HYDROXYPROGESTERONE CAPROATE (PREGNANCY PRESERVING) 250 MG ML IM OIL,40239140,1892,1.54%
1351797,Progestins,hydroxyprogesterone caproate,HYDROXYPROGESTERONE CAPROATE 250 MG ML INTRAMUSCULAR SYRINGE,40236089,150,0.12%
5852918,Progestins,hydroxyprogesterone caproate,MAKENA 250 MG ML INTRAMUSCULAR OIL,40236089,146,0.12%
5392850,Progestins,hydroxyprogesterone caproate,MAKENA IM,"",50,0.04%
7782005,Antineoplastic - Antimetabolite - Urea Derivatives,hydroxyurea,HYDROXYUREA 500 MG CAPSULE,19007385,30214,94.4%
6103107,Antineoplastic - Antimetabolite - Urea Derivatives,hydroxyurea,HYDROXYUREA 100 MG ML ORAL SUSPENSION,1377167,1860,5.81%
3261084,"Sickle Cell Anemia Agents, Others",hydroxyurea,HYDROXYUREA (SICKLE CELL) 200 MG CAPSULE,1377167,527,41.33%
1266942,"Sickle Cell Anemia Agents, Others",hydroxyurea,DROXIA 400 MG CAPSULE,1377169,255,20.0%
7157478,"Sickle Cell Anemia Agents, Others",hydroxyurea,HYDROXYUREA (SICKLE CELL) 400 MG CAPSULE,1377169,227,17.8%
3061583,"Sickle Cell Anemia Agents, Others",hydroxyurea,DROXIA 300 MG CAPSULE,1377168,129,10.12%
4125129,"Sickle Cell Anemia Agents, Others",hydroxyurea,HYDROXYUREA (SICKLE CELL) 300 MG CAPSULE,1377168,122,9.57%
2056711,Antineoplastic - Antimetabolite - Urea Derivatives,hydroxyurea,HYDROXYUREA ORAL,"",98,0.31%
3019589,"Sickle Cell Anemia Agents, Others",hydroxyurea,DROXIA 200 MG CAPSULE,1377167,51,4.0%
2743233,Antianxiety Agent - Antihistamine Type,hydroxyzine HCl,HYDROXYZINE HCL 25 MG TABLET,40222668,232828,59.57%
2930694,Antianxiety Agent - Antihistamine Type,hydroxyzine HCl,HYDROXYZINE HCL 50 MG TABLET,40222689,74710,19.12%
4408153,Antianxiety Agent - Antihistamine Type,hydroxyzine HCl,HYDROXYZINE HCL 10 MG TABLET,40222638,41122,10.52%
8792181,Antianxiety Agent - Antihistamine Type,hydroxyzine HCl,HYDROXYZINE HCL 10 MG 5 ML ORAL SOLUTION,40222654,8024,2.05%
9713113,Antianxiety Agent - Antihistamine Type,hydroxyzine HCl,HYDROXYZINE HCL 50 MG ML INTRAMUSCULAR SOLUTION,40222703,971,0.25%
4195078,Antianxiety Agent - Antihistamine Type,hydroxyzine HCl,HYDROXYZINE HCL ORAL,"",802,0.21%
3737842,Antianxiety Agent - Antihistamine Type,hydroxyzine HCl,HYDROXYZINE HCL 25 MG ML INTRAMUSCULAR SOLUTION,40222677,227,0.06%
1367395,Antianxiety Agent - Antihistamine Type,hydroxyzine HCl,HYDROXYZINE HCL 10 MG 5 ML (5 ML) ORAL SOLUTION,40222654,109,0.03%
2191459,Antianxiety Agent - Antihistamine Type,hydroxyzine HCl,HYDROXYZINE HCL 100 MG TABLET,40222647,69,0.02%
8527641,Antianxiety Agent - Antihistamine Type,hydroxyzine pamoate,HYDROXYZINE PAMOATE 25 MG CAPSULE,40222662,27704,7.09%
7816588,Antianxiety Agent - Antihistamine Type,hydroxyzine pamoate,HYDROXYZINE PAMOATE 50 MG CAPSULE,40222686,22266,5.7%
4189219,Antianxiety Agent - Antihistamine Type,hydroxyzine pamoate,HYDROXYZINE PAMOATE 100 MG CAPSULE,40222645,2548,0.65%
4459449,Antianxiety Agent - Antihistamine Type,hydroxyzine pamoate,VISTARIL ORAL,"",486,0.12%
7804467,Antianxiety Agent - Antihistamine Type,hydroxyzine pamoate,HYDROXYZINE PAMOATE ORAL,"",119,0.03%
5077216,Antianxiety Agent - Antihistamine Type,hydroxyzine pamoate,VISTARIL 25 MG CAPSULE,40222662,54,0.01%
3362654,Musculoskeletal Therapy Agent - Viscosupplements,hylan G-F 20,HYLAN G-F 20  48 MG 6 ML INTRA-ARTICULAR SYRINGE,42708400,3093,16.08%
7240468,Musculoskeletal Therapy Agent - Viscosupplements,hylan G-F 20,HYLAN G-F 20 16 MG 2 ML INTRA-ARTICULAR SYRINGE,42708399,1129,5.87%
5787604,Musculoskeletal Therapy Agent - Viscosupplements,hylan G-F 20,SYNVISC-ONE 48 MG 6 ML INTRA-ARTICULAR SYRINGE,42708400,390,2.03%
9395921,Musculoskeletal Therapy Agent - Viscosupplements,hylan G-F 20,SYNVISC 16 MG 2 ML INTRA-ARTICULAR SYRINGE,42708399,115,0.6%
7927726,"Urinary Antispasmodic - Anticholinergics, Non-Selective",hyoscyamine,HYOSCYAMINE ORAL,"",323,95.0%
7281032,GI Antispasmodic - Belladonna Alkaloids,hyoscyamine sulfate,HYOSCYAMINE 0.125 MG SUBLINGUAL TABLET,46233955,16843,17.56%
1320192,GI Antispasmodic - Belladonna Alkaloids,hyoscyamine sulfate,HYOSCYAMINE SULFATE 0.125 MG TABLET,40236322,8263,8.61%
2162453,GI Antispasmodic - Belladonna Alkaloids,hyoscyamine sulfate,HYOSCYAMINE ER 0.375 MG TABLET EXTENDED RELEASE 12 HR,40231854,2971,3.1%
6781038,GI Antispasmodic - Belladonna Alkaloids,hyoscyamine sulfate,HYOSCYAMINE 0.125 MG DISINTEGRATING TABLET,40232648,1644,1.71%
2280754,GI Antispasmodic - Belladonna Alkaloids,hyoscyamine sulfate,HYOSCYAMINE 0.125 MG 5 ML ORAL ELIXIR,40232591,887,0.92%
3748417,GI Antispasmodic - Belladonna Alkaloids,hyoscyamine sulfate,HYOSCYAMINE 0.125 MG ML ORAL DROPS,40232532,343,0.36%
7624080,GI Antispasmodic - Belladonna Alkaloids,hyoscyamine sulfate,LEVSIN ORAL,"",67,0.07%
3377968,GI Antispasmodic - Belladonna Alkaloids,hyoscyamine sulfate,HYOSCYAMINE ER 0.375 MG CAPSULE EXTENDED RELEASE 12 HR,40229057,66,0.07%
5518612,GI Antispasmodic - Belladonna Alkaloids,hyoscyamine sulfate,HYOSCYAMINE SULFATE ORAL,"",63,0.07%
8442152,GI Antispasmodic - Belladonna Alkaloids,hyoscyamine sulfate,HYOSCYAMINE ER 0.125 MG AND 0.25 MG (0.375 MG) TABLET EXTENDED RELEASE,40220370,59,0.06%
4117303,GI Antispasmodic - Belladonna Alkaloids,hyoscyamine sulfate,LEVSIN SL 0.125 MG SUBLINGUAL TABLET,40232659,55,0.06%
9782449,GI Antispasmodic - Belladonna Alkaloids,hyoscyamine sulfate,SYMAX DUOTAB 0.125 MG AND 0.25 MG (0.375 MG) TABLET EXTENDED RELEASE,40220370,52,0.05%
8301466,Dermatological - Eyelid Cleansers,hypochlorous acid sodium chlor,HYPOCHLOROUS ACID 0.01 %-SODIUM CHLORIDE TOPICAL SPRAY,44784806,255,33.33%
1815782,Dermatological - Eyelid Cleansers,hypochlorous acid sodium chlor,AVENOVA 0.01 % TOPICAL SPRAY,19078092,244,31.9%
4900934,Artificial Tears and Lubricant Single Agents,hypromellose,ARTIFICIAL TEARS (HYPROMELLOSE) 0.3 % EYE GEL,43012068,4180,4.35%
1961771,Artificial Tears and Lubricant Single Agents,hypromellose,GONIOVISC (HYPROMELLOSE) 2.5 % EYE DROPS,19033054,4138,4.31%
1942069,Artificial Tears and Lubricant Single Agents,hypromellose,ARTIFICIAL TEARS (HYPROMELLOSE) 0.5 % EYE DROPS,19046230,3809,3.96%
9047253,Ophthalmic - Gonioscopic Solutions,hypromellose,GONIOVISC (USE FOR INPATIENT) 2.5 % EYE DROPS,19033054,944,100.0%
8805722,Artificial Tears and Lubricant Single Agents,hypromellose,ARTIFICIAL TEARS (HYPROMELLOSE) 0.2 % EYE DROPS,40230750,748,0.78%
8130233,Artificial Tears and Lubricant Single Agents,hypromellose,SYSTANE GEL OPHT,"",276,0.29%
1115469,Artificial Tears and Lubricant Single Agents,hypromellose,ARTIFICIAL TEARS (HYPROMELLOSE) 0.4 % EYE DROPS,40174342,212,0.22%
1034519,Artificial Tears and Lubricant Single Agents,hypromellose,ARTIFICIAL TEARS (HYPROMELLOSE) 0.3 % EYE DROPS,40236091,193,0.2%
6845520,Artificial Tears and Lubricant Single Agents,hypromellose,SYSTANE GEL 0.3 % EYE GEL,43012068,155,0.16%
9254471,Artificial Tears and Lubricant Single Agents,hypromellose,GENTEAL TEARS SEVERE 0.3 % EYE GEL,19129888,107,0.11%
2752962,Ophthalmic - Surgical Aids Other,hypromellose,HYPROMELLOSE 2 % INTRAOCULAR SYRINGE,902675,94,0.51%
9881521,Artificial Tears and Lubricant Single Agents,hypromellose,ISOPTO TEARS 0.5 % EYE DROPS,19046230,78,0.08%
1222761,Artificial Tears and Lubricant Single Agents,hypromellose PF,ARTIFICIAL TEARS (HYPROMELLOSE) (PF) 0.3 % EYE DROPS,40236091,109,0.11%
9226347,Antiretroviral - Anti-CD4 Domain 2 Monoclonal Antibody,ibalizumab-uiyk,IBALIZUMAB-UIYK 200 MG 1.33 ML (150 MG ML) INTRAVENOUS SOLUTION,42544077,412,69.48%
2660796,Antiretroviral - Anti-CD4 Domain 2 Monoclonal Antibody,ibalizumab-uiyk,HIC 1608018251 IBALIZUMAB 800MG EXPANDED ACCESS DOSE MED,42544077,141,23.78%
1637327,Bone Resorption Inhibitors - Bisphosphonates,ibandronate sodium,IBANDRONATE 150 MG TABLET,40174365,9240,5.37%
4460539,Bone Resorption Inhibitors - Bisphosphonates,ibandronate sodium,IBANDRONATE 3 MG 3 ML INTRAVENOUS SYRINGE,40173415,338,0.2%
5151539,Bone Resorption Inhibitors - Bisphosphonates,ibandronate sodium,BONIVA 150 MG TABLET,40174365,162,0.09%
5887851,Bone Resorption Inhibitors - Bisphosphonates,ibandronate sodium,BONIVA ORAL,"",148,0.09%
4281060,Antifungal - Glucan Synthesis Inhibitors,ibrexafungerp citrate,BREXAFEMME 150 MG TABLET,1537575,134,73.22%
9630646,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,IBRUTINIB 420 MG TABLET,964078,5863,9.66%
7856450,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,IBRUTINIB 140 MG CAPSULE,44507851,2725,4.49%
5579423,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,IBRUTINIB 280 MG TABLET,964074,1805,2.98%
5441165,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,IBRUTINIB 140 MG TABLET,964070,727,1.2%
7061776,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,IMBRUVICA 140 MG CAPSULE,44507851,370,0.61%
7032806,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,IMBRUVICA 420 MG TABLET,964078,258,0.43%
1013978,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,IBRUTINIB 560 MG TABLET,964082,253,0.42%
9487027,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,HIC 1404013770 IBRUTINIB 140 MG CAPSULES,44507851,226,0.37%
6280980,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,HIC 2000025050 IBRUTINIB 140 MG CAPSULES,44507851,215,0.35%
9190659,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,HIC 2000024021 IBRUTINIB 140 MG CAPSULES,44507851,150,0.25%
1465052,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,HIC 2000025056 IBRUTINIB 140 MG CAPSULES,44507851,109,0.18%
2841089,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,HIC 1407014256 IBRUTINIB 140 MG CAPSULES,44507851,106,0.17%
2223780,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,IMBRUVICA 280 MG TABLET,964074,78,0.13%
4819091,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,ibrutinib,IBRUTINIB 70 MG CAPSULE,793526,52,0.09%
4656797,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN 600 MG TABLET,1177770,806844,39.36%
9731469,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN 100 MG 5 ML ORAL SUSPENSION,19033719,310533,15.15%
9285495,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN 800 MG TABLET,19026061,296744,14.48%
8381481,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN 400 MG TABLET,19024655,245618,11.98%
9873812,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN 200 MG TABLET,1510447,140222,6.84%
9764372,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN 100 MG TABLET,19131976,6154,0.3%
4130241,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,ADVIL ORAL,"",5956,0.29%
5120980,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,MOTRIN ORAL,"",5663,0.28%
2059531,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN ORAL,"",5547,0.27%
6089455,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,CHILDREN S MOTRIN 100 MG 5 ML ORAL SUSPENSION,1177822,4642,0.23%
8596473,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN 100 MG CHEWABLE TABLET,1177845,2182,0.11%
8781371,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN 200 MG CAPSULE,19123153,2012,0.1%
4642844,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN 50 MG 1.25 ML ORAL DROPS SUSPENSION,1177842,1492,0.07%
9902131,Bulk Chemicals,ibuprofen,IBUPROFEN (BULK) 100 % POWDER,1177480,1329,3.13%
6819395,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,ADVIL 200 MG TABLET,19016761,912,0.04%
8144509,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,CHILDREN S IBUPROFEN 100 MG 5 ML ORAL SUSPENSION,19019050,908,0.04%
2169113,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN IB ORAL,"",728,0.04%
3873274,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,MOTRIN 800 MG TABLET,19026061,328,0.02%
9503860,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBU 800 MG TABLET,19033925,287,0.01%
4458016,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBU 600 MG TABLET,19033921,240,0.01%
8543978,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,ADVIL LIQUI-GEL ORAL,"",233,0.01%
4214533,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,CHILDREN S MOTRIN ORAL,"",229,0.01%
1170048,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,MOTRIN IB 200 MG TABLET,19024595,222,0.01%
4247598,Bulk Chemicals,ibuprofen,IBUPROFEN (BULK) MISC,"",216,0.51%
8836180,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,MOTRIN IB ORAL,"",159,0.01%
1696982,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN JR STRENGTH 100 MG CHEWABLE TABLET,19078439,150,0.01%
7432550,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN (MOTRIN) 300 MG HALFTAB,1177770,73,0.0%
6769215,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,CHILDREN S IBUPROFEN ORAL,"",58,0.0%
5023571,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,ADVIL MIGRAINE ORAL,"",57,0.0%
8812556,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,INFANT S MOTRIN 50 MG 1.25 ML ORAL DROPS SUSPENSION,40163130,57,0.0%
1858928,NSAID Analgesics (COX Non-Specific) - Propionic Acid Derivatives,ibuprofen,IBUPROFEN 300 MG TABLET,19033891,53,0.0%
5906360,NSAID Analgesic and Non-Salicylate Analgesic Combination,ibuprofen acetaminophen,IBUPROFEN 125 MG-ACETAMINOPHEN 250 MG TABLET,37002400,188,53.26%
9933379,NSAID Analgesic and Non-Salicylate Analgesic Combination,ibuprofen acetaminophen,ADVIL DUAL ACTION 125 MG-250 MG TABLET,37002400,68,19.26%
1812531,NSAID Analgesic and Non-Salicylate Analgesic Combination,ibuprofen acetaminophen,ADVIL DUAL ACTION ORAL,"",63,17.85%
6838669,NSAID Analgesic and Hypnotic (1st Generation Antihistamine) Combins,ibuprofen diphenhydramine HCl,IBUPROFEN 200 MG-DIPHENHYDRAMINE HCL 25 MG CAPSULE,40173380,194,6.91%
7620742,NSAID Analgesic and Hypnotic (1st Generation Antihistamine) Combins,ibuprofen diphenhydramine HCl,ADVIL PM LIQUI-GELS 200 MG-25 MG CAPSULE,40173380,69,2.46%
5568254,NSAID Analgesic and Hypnotic (1st Generation Antihistamine) Combins,ibuprofen diphenhydramine HCl,ADVIL PM LIQUI-GELS ORAL,"",50,1.78%
3797709,NSAID Analgesic and Hypnotic (1st Generation Antihistamine) Combins,ibuprofen diphenhydramine cit,ADVIL PM ORAL,"",1034,36.82%
5992764,NSAID Analgesic and Hypnotic (1st Generation Antihistamine) Combins,ibuprofen diphenhydramine cit,IBUPROFEN-DIPHENHYDRAMINE CITRATE 200 MG-38 MG TABLET,40169180,481,17.13%
6893455,NSAID Analgesic and Hypnotic (1st Generation Antihistamine) Combins,ibuprofen diphenhydramine cit,ADVIL PM 200 MG-38 MG TABLET,40169179,312,11.11%
2225140,NSAID Analgesic and Hypnotic (1st Generation Antihistamine) Combins,ibuprofen diphenhydramine cit,IBUPROFEN PM ORAL,"",81,2.88%
7280604,NSAID Analgesic and Hypnotic (1st Generation Antihistamine) Combins,ibuprofen diphenhydramine cit,MOTRIN PM ORAL,"",53,1.89%
2658259,NSAID Analgesic and Histamine H2 Receptor Antagonist Combinations,ibuprofen famotidine,IBUPROFEN 800 MG-FAMOTIDINE 26.6 MG TABLET,40239182,1681,47.49%
8110184,NSAID Analgesic and Histamine H2 Receptor Antagonist Combinations,ibuprofen famotidine,DUEXIS 800 MG-26.6 MG TABLET,40239182,1661,46.92%
7832369,NSAID Analgesic and Histamine H2 Receptor Antagonist Combinations,ibuprofen famotidine,DUEXIS ORAL,"",200,5.65%
6598714,"Decongestant-Analgesic, NSAID Cox Non-specific",ibuprofen pseudoephedrine HCl,PSEUDOEPHEDRINE-IBUPROFEN 15 MG-100 MG 5 ML ORAL SUSPENSION,42899146,316,23.74%
4229440,"Decongestant-Analgesic, NSAID Cox Non-specific",ibuprofen pseudoephedrine HCl,PSEUDOEPHEDRINE-IBUPROFEN 30 MG-200 MG TABLET,42800827,211,15.85%
1839343,"Decongestant-Analgesic, NSAID Cox Non-specific",ibuprofen pseudoephedrine HCl,ADVIL COLD AND SINUS ORAL,"",165,12.4%
8752375,"Decongestant-Analgesic, NSAID Cox Non-specific",ibuprofen pseudoephedrine HCl,ADVIL COLD AND SINUS 30 MG-200 MG TABLET,42800827,150,11.27%
4394403,"Decongestant-Analgesic, NSAID Cox Non-specific",ibuprofen pseudoephedrine HCl,PSEUDOEPHEDRINE-IBUPROFEN 30 MG-200 MG CAPSULE,42800824,96,7.21%
5191484,"Decongestant-Analgesic, NSAID Cox Non-specific",ibuprofen pseudoephedrine HCl,ADVIL COLD & SINUS ORAL,"",93,6.99%
7435251,Antiarrhythmic - Class III,ibutilide fumarate,IBUTILIDE FUMARATE 0.1 MG ML INTRAVENOUS SOLUTION,40182372,629,0.49%
7336499,Bradykinin B2 Receptor Antagonists,icatibant acetate,ICATIBANT 30 MG 3 ML SUBCUTANEOUS SYRINGE,40241532,245,81.13%
6706828,Antihyperlipidemic - Omega-3 Fatty Acid Type,icosapent ethyl,ICOSAPENT ETHYL 1 GRAM CAPSULE,42874249,13208,22.01%
8987039,Antihyperlipidemic - Omega-3 Fatty Acid Type,icosapent ethyl,VASCEPA 1 GRAM CAPSULE,42874249,7256,12.09%
7092648,Antihyperlipidemic - Omega-3 Fatty Acid Type,icosapent ethyl,ICOSAPENT ETHYL 0.5 GRAM CAPSULE,1718926,327,0.55%
9297437,Antihyperlipidemic - Omega-3 Fatty Acid Type,icosapent ethyl,VASCEPA 0.5 GRAM CAPSULE,1718926,230,0.38%
9457536,Antihyperlipidemic - Omega-3 Fatty Acid Type,icosapent ethyl,VASCEPA ORAL,"",196,0.33%
4196044,Antineoplastic Antibiotic - Anthracyclines,idarubicin HCl,IDARUBICIN 1 MG ML INTRAVENOUS SOLUTION,42628909,447,1.2%
7103610,Anticoagulant Reversal Agent for Direct Thrombin Inhibitors,idarucizumab,IDARUCIZUMAB 2.5 GRAM 50 ML INTRAVENOUS SOLUTION,35602988,147,100.0%
5214865,Antineoplastic - Phosphatidylinositol 3-Kinase (PI3K) Inhibitors,idelalisib,IDELALISIB 100 MG TABLET,45774382,195,27.62%
8079364,Antineoplastic - Phosphatidylinositol 3-Kinase (PI3K) Inhibitors,idelalisib,IDELALISIB 150 MG TABLET,45774386,98,13.88%
8425328,Antineoplastic - Alkylating Agent - Nitrogen Mustards,ifosfamide,IFOSFAMIDE 1 GRAM INTRAVENOUS SOLUTION,42628953,4572,8.84%
3155336,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,imatinib mesylate,IMATINIB 400 MG TABLET,19102833,8083,13.32%
2197106,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,imatinib mesylate,IMATINIB 100 MG TABLET,19102832,4150,6.84%
5265635,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,imatinib mesylate,GLEEVEC 400 MG TABLET,19102833,329,0.54%
9577102,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,imatinib mesylate,GLEEVEC 100 MG TABLET,19102832,185,0.3%
1511878,Antineoplastic - Protein-Tyrosine Kinase Inhibitors,imatinib mesylate,HIC 2000026205 IMATINIB OR PLACEBO 100 MG TABLETS,19102832,66,0.11%
7229631,Antiviral Monoclonal Antibodies - SARS-CoV-2 Coronavirus,imdevimab,IMDEVIMAB (REGN10987) 120 MG ML INTRAVENOUS SOLUTION (2 OF 2) (EUA),740222,1621,17.1%
9353617,"Metabolic Disease Enzyme Replacement, Gaucher's Disease",imiglucerase,IMIGLUCERASE 400 UNIT INTRAVENOUS SOLUTION,35604230,1496,64.82%
4770367,"Metabolic Disease Enzyme Replacement, Gaucher's Disease",imiglucerase,CEREZYME 400 UNIT INTRAVENOUS SOLUTION,35604230,73,3.16%
3821542,Carbapenem Antibiotic Combinations,imipenem cilastatin sodium,IMIPENEM-CILASTATIN 500 MG INTRAVENOUS SOLUTION,35604070,72,50.0%
2469493,Antidepressant-Tricyclics and Related (Non-Select Reuptake Inhibitors),imipramine HCl,IMIPRAMINE 25 MG TABLET,19000966,3938,1.72%
8307098,Antidepressant-Tricyclics and Related (Non-Select Reuptake Inhibitors),imipramine HCl,IMIPRAMINE 50 MG TABLET,19134040,3310,1.45%
6759650,Antidepressant-Tricyclics and Related (Non-Select Reuptake Inhibitors),imipramine HCl,IMIPRAMINE 10 MG TABLET,19000965,2543,1.11%
5992463,Antidepressant-Tricyclics and Related (Non-Select Reuptake Inhibitors),imipramine HCl,IMIPRAMINE HCL ORAL,"",100,0.04%
9770108,Antidepressant-Tricyclics and Related (Non-Select Reuptake Inhibitors),imipramine HCl,TOFRANIL 25 MG TABLET,778297,87,0.04%
6807946,Antidepressant-Tricyclics and Related (Non-Select Reuptake Inhibitors),imipramine HCl,TOFRANIL 50 MG TABLET,19134040,56,0.02%
6284949,Antidepressant-Tricyclics and Related (Non-Select Reuptake Inhibitors),imipramine pamoate,IMIPRAMINE PAMOATE 100 MG CAPSULE,778360,193,0.08%
7395822,Antidepressant-Tricyclics and Related (Non-Select Reuptake Inhibitors),imipramine pamoate,IMIPRAMINE PAMOATE 75 MG CAPSULE,778323,168,0.07%
5256424,Antidepressant-Tricyclics and Related (Non-Select Reuptake Inhibitors),imipramine pamoate,IMIPRAMINE PAMOATE 150 MG CAPSULE,778326,115,0.05%
8081898,Dermatological - Immunomodulator - Imidazoquinolinamines,imiquimod,IMIQUIMOD 5 % TOPICAL CREAM PACKET,981702,11316,92.29%
7514875,Dermatological - Immunomodulator - Imidazoquinolinamines,imiquimod,IMIQUIMOD 3.75 % TOPICAL CREAM IN A PUMP,40174392,252,2.06%
7266846,Dermatological - Immunomodulator - Imidazoquinolinamines,imiquimod,ALDARA 5 % TOPICAL CREAM PACKET,981702,241,1.97%
4425262,Dermatological - Immunomodulator - Imidazoquinolinamines,imiquimod,HIC 1603017415 IMIQUIMOD 6.25 MG VAGINAL SUPPOSITORY,981702,170,1.39%
7535704,Dermatological - Immunomodulator - Imidazoquinolinamines,imiquimod,IMIQUIMOD 3.75 % TOPICAL CREAM PACKET,40174392,116,0.95%
2931920,Dermatological - Immunomodulator - Imidazoquinolinamines,imiquimod,ZYCLARA 3.75 % TOPICAL CREAM IN A PUMP,40174392,75,0.61%
