procedure_id,concept_name,concept_id,order_code,order_description,frequency,percentage,domain_id,vocabulary_id,concept_code,concept_class_id
1570927,No matching concept,0,LAB3654,WEST NILE VIRUS ANTIBODY  IGG  CSF     (YH),2143,0.0%,Metadata,None,No matching concept,Undefined
6567932,"","",IMG2230,XR CHEST AND ABDOMEN NEWBORN (GH LM),2141,0.0%,"","","",""
6063918,"","",NUR11465,ZZZRETIRED RISK MANAGEMENT OBSERVATION ROUTINE SAFETY TO SELF,2140,0.0%,"","","",""
5265635,"","",IMG1144,MRI BREAST BILATERAL WO IV CONTRAST(GH YH BH LM WH),2134,0.0%,"","","",""
4381417,No matching concept,0,IMG3509,US BREAST ADDITIONAL VIEWS LEFT (GH),2132,0.0%,Metadata,None,No matching concept,Undefined
8044726,"","",GI200,ENDOSCOPY PROCEDURE RESULT,2132,0.0%,"","","",""
5239550,"","",IMG3376,OSF MRI CHEST,2131,0.0%,"","","",""
8974219,Placing subject in prone position,4196006,NUR581,KEEP PRONE,2130,0.0%,Procedure,SNOMED,431182000,Procedure
8728347,"","",DIET43,DIET PEDIATRIC CONSISTENT CARBOHYDRATE,2130,0.0%,"","","",""
5386917,"","",IMG40,XR CHEST 4 + VW (BH LM WH),2129,0.0%,"","","",""
7939354,"","",IMG3677,XR KNEE RIGHT LATERAL (YH GH),2129,0.0%,"","","",""
2690939,"","",LAB10004,H. PYLORI BREATH TEST COLLECTION (LAB PHLEB ORDER ONLY) (GH LMW),2126,0.0%,"","","",""
1253543,"","",IMG3377,OSF MRI ABDOMEN PELVIS,2122,0.0%,"","","",""
2109011,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal",2102081,PRO94,NAIL REMOVAL,2122,0.0%,Procedure,CPT4,11750,CPT4
3530566,"","",LAB11007,FLOW MOLECULAR RESULTS (LAB ORDER ONLY) (LMW),2121,0.0%,"","","",""
7980730,"","",CVR11,CARDIAC ABI SCREENING RESULT SCAN,2118,0.0%,"","","",""
1494226,"","",PHA29,D  PHARMACY CONSULT - CLOZAPINE,2118,0.0%,"","","",""
4832021,"","",IMG1710,US SOFT TISSUE MSK FOREARM LEFT,2116,0.0%,"","","",""
3654469,"","",REF1,AMB REFERRAL FOR ACUPUNCTURE,2115,0.0%,"","","",""
1525922,No matching concept,0,IMG4512,MAMMO SCREENING TOMO LEFT WITHOUT CAD (YH LM WH),2115,0.0%,Metadata,None,No matching concept,Undefined
6303046,"","",REF148,AMB REFERRAL TO INTERVENTIONAL CARDIOLOGY,2115,0.0%,"","","",""
1478684,"","",IMG208,CT CERVICAL SPINE W IV CONTRAST,2111,0.0%,"","","",""
5927240,"","",ECH171,LUMIFY ECHO,2108,0.0%,"","","",""
2973189,"","",IMG4938,CT HEAD VENOGRAM WO AND OR W CONTRAST,2106,0.0%,"","","",""
1937516,No matching concept,0,RT203,COUGH ASSIST DEVICE,2106,0.0%,Metadata,None,No matching concept,Undefined
7277602,No matching concept,0,RES5,RESTRAINTS PHYSICAL HOLD VIOLENT SELF DESTRUCTIVE,2104,0.0%,Metadata,None,No matching concept,Undefined
9878315,No matching concept,0,IMG4515,MAMMO SCREENING TOMO RIGHT WITHOUT CAD (YH LM WH),2103,0.0%,Metadata,None,No matching concept,Undefined
8323321,"","",PHA53,NIRSEVIMAB (BEYFORTUS) - CONSULT TO PHARMACY,2102,0.0%,"","","",""
5491551,"","",IMG1716,US SOFT TISSUE MSK HAND LEFT,2100,0.0%,"","","",""
6419456,"","",IMM68,YELLOW FEVER VACCINE SC,2094,0.0%,"","","",""
8592531,No matching concept,0,LAB6683,PARANEOPLASTIC AUTOAB EVALUATION  CSF     (BH GH LMW YH),2094,0.0%,Metadata,None,No matching concept,Undefined
5766754,"","",NUR2021,THROAT CULTURE  PLATED,2094,0.0%,"","","",""
7503929,"","",LAB210,BODY FLUID CELL COUNT WITH DIFFERENTIAL     (L),2087,0.0%,"","","",""
1234429,"","",SUP25000,REMOTE MONITORING DME SUPPLY,2087,0.0%,"","","",""
7819277,"","",IMM2137,COVID-19 MODERNA (6M-5Y) 2ND DOSE GENERIC VACCINE ORDER,2086,0.0%,"","","",""
9119833,"","",IMG4189,US PELVIC WALL (YH LM WH),2084,0.0%,"","","",""
9006936,"","",IMG1711,US SOFT TISSUE MSK FOREARM RIGHT,2082,0.0%,"","","",""
8443091,"","",LAB7230,PNEUMOCYSTIS JIROVECII QUAL  PCR     (BH GH LMW YH),2080,0.0%,"","","",""
2356091,"","",IMG3516,CT ELBOW LEFT WO IV CONTRAST,2079,0.0%,"","","",""
3133747,"","",IMG2974,US GUIDED FNA LYMPH NODE,2079,0.0%,"","","",""
9715874,"","",IMG2743,CT CHEST LUNG SCREENING WO IV CONTRAST (YHC),2078,0.0%,"","","",""
9005657,"","",PRO2,BIOPSY,2077,0.0%,"","","",""
5923330,"","",IMG1544,MRI BRAIN CERVICAL SPINE WO IV CONTRAST (YHC LM WH),2076,0.0%,"","","",""
7322913,"","",NEU128,EEG PROLONGED RECORD > 1 HOUR,2071,0.0%,"","","",""
1188379,"","",IMG3320,OSF CT LOWER EXTREMITY LEFT,2070,0.0%,"","","",""
2915451,"","",NUR1160,TRANSFUSE HPC (STEM CELL),2069,0.0%,"","","",""
4958989,"","",CON24,IP CONSULT TO HAND SURGERY,2064,0.0%,"","","",""
9834540,"","",NMC417,NM MYOCARDIAL PERFUSION SPECT (REST ONLY),2063,0.0%,"","","",""
5201830,"","",IMG4605,US MFM CLINIC (BH PERI ONLY),2062,0.0%,"","","",""
8355139,"","",LAB946,HERPES SIMPLEX VIRUS CULTURE     (L),2060,0.0%,"","","",""
8617131,Tympanometry (impedance testing),2313735,AUD44,AUDIOMETRY WITH TYMPANOMETRY,2053,0.0%,Procedure,CPT4,92567,CPT4
4570382,"","",115051,INTRAVESICULAR THERAPY,2052,0.0%,"","","",""
4910178,Fundus photography with interpretation and report,2313659,OPH29,COLOR FUNDUS PHOTOGRAPHY - OU - BOTH EYES,2051,0.0%,Procedure,CPT4,92250,CPT4
4775897,"","",LAB7411,THINPREP PAP AND HPV MRNA E6 E7     (Q),2050,0.0%,"","","",""
2583548,No matching concept,0,CAR66,NM CARDIAC STRESS TEST - CARDIOLOGIST RESULT (BH),2046,0.0%,Metadata,None,No matching concept,Undefined
4857728,"","",IMG4901,ED PEDI FOCUSED CARDIAC ULTRASOUND,2041,0.0%,"","","",""
8584585,Plain X-ray of ventriculoperitoneal shunt,37019072,IMG2668,XR SHUNT AP AND LATERAL SKULL - ABD (BH GH LM WH),2036,0.0%,Procedure,SNOMED,713701007,Procedure
2831164,"","",IMG2384,MRI FETUS WO IV CONTRAST (YH),2035,0.0%,"","","",""
8065365,"","",1150046A,OBSERVATION FOR RESEARCH STUDY,2031,0.0%,"","","",""
7218069,"","",NUR1368,DISCHARGE CRITERIA,2030,0.0%,"","","",""
2954154,"","",IMG1374,CT FEMUR RIGHT WO IV CONTRAST,2028,0.0%,"","","",""
1076008,"","",EKG12,EKG WITH V3R,2025,0.0%,"","","",""
5511555,"","",LAB8121,DAT NB CORD    (BH),2024,0.0%,"","","",""
7555855,No matching concept,0,NUR579,GG  RAMUCIRUMAB TREATMENT CONDITION,2020,0.0%,Metadata,None,No matching concept,Undefined
5261523,"","",NUR64,SPIROMETRY,2020,0.0%,"","","",""
2970224,"","",IMG1762,MRI BRAIN TOTAL SPINE W WO IV CONTRAST,2019,0.0%,"","","",""
4136337,"","",PRE9,SAFETY PRECAUTIONS,2017,0.0%,"","","",""
3031415,"","",NUR921,FALL PREVENTION INTERVENTIONS,2016,0.0%,"","","",""
3864951,"","",LAB4673,ZZZLACTOFERRIN  STOOL (GH Q),2010,0.0%,"","","",""
9304788,"","",PHA41,ALBUMIN DISCONTINUATION PROTOCOL,2007,0.0%,"","","",""
5643096,"","",IMG3319,OSF CT LOWER EXTREMITY RIGHT,2007,0.0%,"","","",""
9805373,"","",IMG1373,CT FEMUR LEFT WO IV CONTRAST,2005,0.0%,"","","",""
9954946,"","",IMG2389,CT ELBOW RIGHT WO IV CONTRAST,2005,0.0%,"","","",""
6201987,"","",NUR318,APPLY VASELINE TO LIPS,2002,0.0%,"","","",""
8723163,No matching concept,0,LAB9207,MRSA SAUR TISSUE PCR     (LMW),2002,0.0%,Metadata,None,No matching concept,Undefined
3954994,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with ultrasound guidance, lumbar or sacral; single level",40756871,IMG3626,FL FACET JT INJ DIAG OR THERA L1 TO S5 1ST LVL BILAT NR(BH YH),2000,0.0%,Procedure,CPT4,0216T,CPT4
6457688,"","",NUR221,VIDEO MONITORING,1991,0.0%,"","","",""
7314043,"","",CON82,IP CONSULT TO PEDIATRIC EAR NOSE THROAT,1991,0.0%,"","","",""
7505065,"","",IMG3508,US BREAST ADDITIONAL VIEWS RIGHT (GH),1991,0.0%,"","","",""
6233451,"","",LAB8485,CREUTZFELDT-JAKOB DISEASE EVALUATION  CSF (BH GH LMW Q YH),1989,0.0%,"","","",""
5629671,"","",IMG1247,CT MANDIBLE W IV CONTRAST,1989,0.0%,"","","",""
3827796,"","",IMG3678,XR KNEE LEFT LATERAL (YH GH),1986,0.0%,"","","",""
5008060,"","",IMG2357,US DUPLEX CAROTID BILATERAL  LTD,1983,0.0%,"","","",""
2799680,"","",PRO141,ELECTROCARDIOGRAM REPORT,1976,0.0%,"","","",""
2566301,"","",CON99,IP CONSULT TO GENETICS,1970,0.0%,"","","",""
4267252,"","",ECH203,TRANSESOPHAGEAL ECHOCARDIOGRAM (TEE),1968,0.0%,"","","",""
9582350,"","",VAS139,CASE REQUEST PV CATH,1967,0.0%,"","","",""
9666026,No matching concept,0,LAB9019,ZZZVIRAL CULTURE  LOWER RESPIRATORY (BH LMW YH),1966,0.0%,Metadata,None,No matching concept,Undefined
7676222,"","",NUR1340,PERFORM CG4  I-STAT  ARTERIAL  (YH),1965,0.0%,"","","",""
1831853,"","",IMG4963,MRI BRAIN NEUROIMMUNO W WO IV CONTRAST (YH LM GH),1964,0.0%,"","","",""
5377420,"","",LAB7457,CYTOMEGALOVIRUS RAPID CULTURE     (GH),1964,0.0%,"","","",""
7889550,"","",NUR579,AP  VINCRISTINE TREATMENT CONDITIONS,1959,0.0%,"","","",""
2862133,"","",IMM301,COVID-19 PFIZER BIVALENT  5-11 YRS  0.2 ML,1958,0.0%,"","","",""
8108069,"","",NEU186,RAPID RESPONSE EEG (BH MC ONLY),1950,0.0%,"","","",""
6112838,"","",GI410,PEDIATRIC COLONOSCOPY RESULTS,1949,0.0%,"","","",""
2638596,"","",REF180,AMBULATORY REFERRAL TO STEM CELL THERAPY LABORATORY,1948,0.0%,"","","",""
2234928,"","",NUR2271,INITIATE PARENTERAL NUTRITION MACRONUTRIENT AND MICRONUTRIENT DOSAGE ADJUSTMENT (NEONATAL) PROTOCOL  – PHARMACIST ORDER ENTRY,1947,0.0%,"","","",""
3390023,"","",DIET34,DIET LACTOSE INTOLERANT,1945,0.0%,"","","",""
5528006,"","",IMG4942,HOSPITALIST EDUCATIONAL POCUS,1943,0.0%,"","","",""
1010919,"","",IMG1521,XR RADIUS ULNA BILATERAL AP AND LATERAL (GH BH YH YHC LM),1941,0.0%,"","","",""
9421832,No matching concept,0,NUR579,AX  DOXIL TREATMENT CONDITIONS,1939,0.0%,Metadata,None,No matching concept,Undefined
2869948,No matching concept,0,LAB6944,ZZZLYME  BORRELIA MOLECULAR DETECTION BY PCR     (BH GH LMW Q YH),1932,0.0%,Metadata,None,No matching concept,Undefined
3294909,"","",IMG4937,CTV ABDOMEN PELVIS VENOGRAM W AND OR WO IV CONTRAST,1931,0.0%,"","","",""
6143346,"","",COR22,REASON FOR NOT PRESCRIBING ANTICOAGULATION THERAPY AT DISCHARGE,1925,0.0%,"","","",""
1938267,"","",LAB663,ALPHA FETOPROTEIN  AMNIOTIC   (BH GH LMW YH),1921,0.0%,"","","",""
4925553,No matching concept,0,OPH1023,CIRRUS OCT 5-LINE RASTER - OU - BOTH EYES,1921,0.0%,Metadata,None,No matching concept,Undefined
7393419,"","",NUR2009,EAR IRRIGATION,1915,0.0%,"","","",""
8525311,No matching concept,0,OPH1010,HVF 24-2 STANDARD SITA  - OS - LEFT EYE,1911,0.0%,Metadata,None,No matching concept,Undefined
4550467,"","",PHA42,TPN  PHARMACY TO DOSE PN COMPONENTS WHILE ON PN THERAPY,1906,0.0%,"","","",""
1993381,"","",PR902,BONES DRAIN INJ MEDIUM JOINT BURSA (ORD),1905,0.0%,"","","",""
6238259,No matching concept,0,LAB10946,TUMOR GENOME ANALYSIS (DNA LAB) (YMG),1902,0.0%,Metadata,None,No matching concept,Undefined
7705687,"Radiologic examination, osseous survey, infant",2211822,IMG174,XR BONE SURVEY INFANT ONLY (BH YH LM WH),1900,0.0%,Procedure,CPT4,77076,CPT4
4852797,"","",Y5165,YM CONSULT BEFORE SCREENING COLONOSCOPY,1898,0.0%,"","","",""
7650796,"","",LAB9960,CHLAMYDIA  N. GONORRHOEAE TMA W REFL ALT TARGET (Q),1895,0.0%,"","","",""
9874388,No matching concept,0,LAB6506,PROSTHETIC JOINT CULTURE (SONICATION)     (YH),1894,0.0%,Metadata,None,No matching concept,Undefined
5239779,No matching concept,0,LAB2936,ENTEROVIRUS BY RT-PCR  STOOL     (YH),1891,0.0%,Metadata,None,No matching concept,Undefined
9090156,No matching concept,0,LAB8152,BLOOD BANK ADD ON,1887,0.0%,Metadata,None,No matching concept,Undefined
2396108,"","",IMG1102,US GUIDED SOFT TISSUE BIOPSY,1884,0.0%,"","","",""
8922028,"","",IMG1323,MRI HAND RIGHT W WO IV CONTRAST,1881,0.0%,"","","",""
3047145,"","",LAB3080,HERPES SIMPLEX VIRUS CULTURE  GENITAL     (YH),1881,0.0%,"","","",""
7388373,"","",CS5119,DENTURE DELIVERY,1880,0.0%,"","","",""
5904058,"","",IMG4571,CTA PE (CHEST) AND CT ABD PEL WITH IV CONTRAST,1879,0.0%,"","","",""
4735114,Trial for spontaneous breathing,4308797,RT220,SPONTANEOUS BREATHING TRIAL,1877,0.0%,Procedure,SNOMED,424139009,Procedure
5405754,Intracranial pressure monitoring,2000097,NUR1151,ICP MONITORING DEVICE CARE,1876,0.0%,Procedure,ICD9Proc,01.10,4-dig billing code
8385743,"","",OPH21046,HS OCTA OU,1872,0.0%,"","","",""
2933795,"","",RT333,CPAP: PATIENT OWNED EQUIPMENT (PEDIATRIC),1870,0.0%,"","","",""
1423952,"","",RT177,OXIMYZER- TITRATION (ADULT),1869,0.0%,"","","",""
8952860,"","",IMG4992,OSF LOWER EXTREMITY BILATERAL,1869,0.0%,"","","",""
3410142,"","",IMG3681,XR SHOULDER LEFT AP INTERNAL AP EXTERNAL LATERAL (BH YH),1866,0.0%,"","","",""
3288234,"","",CS5114,WAX TRY-IN,1865,0.0%,"","","",""
4492306,No matching concept,0,NUR579,AW  ERIBULIN TREATMENT CONDTIONS,1862,0.0%,Metadata,None,No matching concept,Undefined
6019312,"","",REF65,AMB REFERRAL TO PEDIATRICS,1856,0.0%,"","","",""
8896808,"","",LAB3147,IGG ALBUMIN RATIO  CSF     (BH YH),1856,0.0%,"","","",""
8591415,"","",LAB2002,SHIGA TOXIN E. COLI 1 2 EIA     (BH),1856,0.0%,"","","",""
7872380,"","",NMC4390,NM CARDIAC AMYLOID NUCLEAR SPECT WITH CT CORRECTION (YH),1856,0.0%,"","","",""
6531776,Intravenous radionuclide therapy using radium 223 dichloride,37109093,IMG4025,NM RADIUM 223 XOFIGO RADIONUCLIDE THERAPY(YH GH BH LM),1855,0.0%,Procedure,SNOMED,16554931000119102,Procedure
4011559,"","",PRO265,FOREIGN BODY REMOVAL ORIFICE,1855,0.0%,"","","",""
5522023,"","",IMG1244,CT MANDIBLE WO IV CONTRAST,1854,0.0%,"","","",""
8570289,"","",1151076,FAM-TRASTUZUMAB DERUXTECAN-NXKI TREATMENT CONDITION,1850,0.0%,"","","",""
2065449,"","",LAB4188,CULTURE ID (CONSULT)     (YH),1849,0.0%,"","","",""
9000325,No matching concept,0,RT217,VITAL CAPACITY (NON-VENTILATED PATIENT),1847,0.0%,Metadata,None,No matching concept,Undefined
8225093,"","",NUR260,AMNIOINFUSION THROUGH IUPC,1847,0.0%,"","","",""
1493177,"","",OPH161,B-SCAN ULTRASOUND - OU - BOTH EYES,1846,0.0%,"","","",""
3139173,"","",CAR64,DEVICE CHECK,1842,0.0%,"","","",""
1000813,"","",115702,TREATMENT 2 HOUR,1833,0.0%,"","","",""
8674494,No matching concept,0,NUR579,AQ  BLEOMYCIN TREATMENT CONDITIONS,1826,0.0%,Metadata,None,No matching concept,Undefined
5140202,"","",CON250,IP CONSULT TO NBICU NBSCU,1825,0.0%,"","","",""
3925666,"","",PFT164,SIX MINUTE WALK- WITH OXYGEN TITRATION (LMH ONLY),1820,0.0%,"","","",""
1458760,"","",REF178,AMB REFERRAL TO SEXUAL INTIMACY WOMENS CLINIC,1820,0.0%,"","","",""
6868029,No matching concept,0,LAB2687,BLOOD CULTURE - FUNGAL     (YH),1818,0.0%,Metadata,None,No matching concept,Undefined
9330255,"","",IMG39,FL CHEST PA LATERAL W FLUOROSCOPY (BH YH LM WH),1816,0.0%,"","","",""
6141303,"","",CON94,IP CONSULT TO PEDIATRIC SURGERY,1803,0.0%,"","","",""
1818190,No matching concept,0,NUR1276,CYCLER INSTRUCTIONSON,1802,0.0%,Metadata,None,No matching concept,Undefined
2008485,"","",IMG4151,US MFM DOPPLER MCA SINGLE (PERI ONLY)(BH YH LM),1801,0.0%,"","","",""
6345885,"","",115016,CABAZITAXEL TREATMENT CONDITION,1799,0.0%,"","","",""
7352032,No matching concept,0,LAB4152,S. PNEUMONIAE URINE ANTIGEN     (GH Q YH),1798,0.0%,Metadata,None,No matching concept,Undefined
6491727,"","",CON83,IP CONSULT TO PEDIATRIC GASTROENTEROLOGY,1795,0.0%,"","","",""
4136707,"","",NUR1401,INTRA-AORTIC BALLOON PUMP SETTINGS,1792,0.0%,"","","",""
2020489,"","",LAB10848,OUTSIDE CONSULT (LAB ORDER ONLY) (GH LMW),1790,0.0%,"","","",""
9136393,"","",GI406,ESOPHAGOSCOPY (IMAGES),1790,0.0%,"","","",""
1545494,No matching concept,0,RT153,NIPPV (NEWBORN),1783,0.0%,Metadata,None,No matching concept,Undefined
6094789,"","",IMG3321,OSF CT UPPER EXTREMITY RIGHT,1782,0.0%,"","","",""
1112431,No matching concept,0,LAB3284,HARDWARE OR DEVICE CULTURES     (BH GH LMW YH),1782,0.0%,Metadata,None,No matching concept,Undefined
1297059,"","",NUR2251,PATIENT MAY CONTINUE THEIR OWN INSULIN PUMP,1780,0.0%,"","","",""
6635833,"","",REF44,AMB REFERRAL TO NEONATOLOGY,1777,0.0%,"","","",""
4547153,"","",IMG3,XR MANDIBLE 4 + VW(BH GH YH LM WH),1777,0.0%,"","","",""
4924505,"","",NUR1115,POSITION WHEN IN BED,1774,0.0%,"","","",""
1637744,Abdominal paracentesis (diagnostic or therapeutic); with imaging guidance,42742540,PR49081,ABDOMINAL PARACENTESIS W  IMGAGING,1770,0.0%,Procedure,CPT4,49083,CPT4
3757687,No matching concept,0,NUR579,AC  PO CHEMO COUNSELING REQUIREMENT,1764,0.0%,Metadata,None,No matching concept,Undefined
6142823,"","",LAB7799,MTB W RFLX RIF SENSI PCR(LAB ORDERABLE ONLY)(BH GH LMW YH),1763,0.0%,"","","",""
5793265,"","",PFT22,PULMONARY STRESS TEST,1762,0.0%,"","","",""
5413340,"","",CS5111,PRIMARY IMPRESSIONS,1759,0.0%,"","","",""
2777454,"","",CS5400,DENTURE ADJUSTMENT,1759,0.0%,"","","",""
8551256,"","",LAB8516,ZZZRHINOVIRUS BY RT-PCR     (YH),1756,0.0%,"","","",""
1896681,"","",IMG7,XR FACIAL BONES < 3 VW(BH GH YH LM WH),1750,0.0%,"","","",""
4663911,"","",IMG4812,US MFM PREG >14 WKS DETAIL WITH TRANSVAGINAL TWINS (GH YH LM),1745,0.0%,"","","",""
2221557,"","",LAB6390,SPINAL MUSCULAR ATROPHY (SMA)  DIAGNOSTIC  BLOOD (BH GH LMW Q YH),1741,0.0%,"","","",""
7643591,"","",LAB187,LACTIC ACID  CSF     (BH LMW YH),1737,0.0%,"","","",""
7978441,"","",IMG255,US TRANSRECTAL (BH YH),1737,0.0%,"","","",""
4041473,"","",CON21,IP CONSULT TO RESPIRATORY CARE,1737,0.0%,"","","",""
9091862,"","",REF76,AMB REFERRAL TO PEDIATRIC INFECTIOUS DISEASE,1736,0.0%,"","","",""
6745901,"","",115100,ARSENIC TREATMENT CONDITIONS,1734,0.0%,"","","",""
7396324,"","",GI421,GI TRANSCRIBED REPORT (IMAGES),1730,0.0%,"","","",""
6588348,"","",IMG349,NM THYROID CANCER METASTATIC SCAN WHOLE BODY (BH GH LM),1726,0.0%,"","","",""
6633264,"","",ANPRO301,ARTERIAL LINE PLACEMENT FOR ANESTHESIA,1726,0.0%,"","","",""
9699892,"","",1150044,TREATMENT SCHEDULE,1723,0.0%,"","","",""
4136619,"","",NMC2992,NM MYOCARDIAL PERFUSION SPECT (STRESS AND REST) WITH PERSANTINE,1722,0.0%,"","","",""
5279189,"","",IMG1141,MRI BREAST RIGHT W WO IV CONTRAST(GH YH BH),1720,0.0%,"","","",""
8010568,No matching concept,0,RT155,NEONATAL PRESSURE CONTROL,1716,0.0%,Metadata,None,No matching concept,Undefined
2918845,"","",NMC422,NM CARDIAC BLOOD POOL MUGA PLANAR,1712,0.0%,"","","",""
6787872,No matching concept,0,IMM56,RABIES VACCINE IM,1711,0.0%,Metadata,None,No matching concept,Undefined
6278283,Evoked potential study,40486941,AUD4,AUDITORY EVOKED POTENTIAL,1710,0.0%,Procedure,SNOMED,446229003,Procedure
3559667,"","",IMG159,XR CHOLANGIOGRAM INTRAOPERATIVE(BH GH YH LM WH),1708,0.0%,"","","",""
5505961,"","",OPH1009,HVF 24-2 STANDARD SITA  - OD - RIGHT EYE,1707,0.0%,"","","",""
7330376,No matching concept,0,ECH160,MICU US LIMITED BEDSIDE ECHO,1706,0.0%,Metadata,None,No matching concept,Undefined
3651964,"","",IMM219,COVID-19 PFIZER  6M-4Y  TRIS  0.2ML,1705,0.0%,"","","",""
6338426,"","",IMG323,MRI HEART W STRESS W  WO IV CONTRAST (BH YH GH),1704,0.0%,"","","",""
2039081,"","",ECH100,PEDI ECHO 2D COMPLETE CONG ANOMALY IF INDICATED 3D,1701,0.0%,"","","",""
2806686,"","",EQ6,HEATING PAD,1700,0.0%,"","","",""
4417627,"","",MYC2,MYCHART GLUCOSE FLOWSHEET,1700,0.0%,"","","",""
8606424,"","",LAB10616,ENCEPHALOPATHY  AUTOIMMUNE EVALUATION  CSF (BH GH LMW YH),1697,0.0%,"","","",""
4261631,"","",LAB3438,ZZZRESPIRATORY SYNCYTIAL VIRUS BY RT-PCR (GH),1687,0.0%,"","","",""
8499154,"","",IMG4859,CT UROGRAM W WO IV CONTRAST (YH),1686,0.0%,"","","",""
4664238,"","",IMG4171,US MFM FOLLOW UP FETAL WITH UMBILICAL DOPPLER TWINS (BH LM YH),1684,0.0%,"","","",""
2612206,No matching concept,0,CATH203,HVC NONREPORTABLE IN OR,1680,0.0%,Metadata,None,No matching concept,Undefined
3327306,"","",IMG1142,MRI BREAST LEFT W WO IV CONTRAST(GH YH BH),1678,0.0%,"","","",""
5174279,"","",IMG1124,CT GUIDED NEEDLE BIOPSY LYMPH NODE,1678,0.0%,"","","",""
6130343,"","",COD12,COMFORT MEASURES ONLY,1675,0.0%,"","","",""
9751139,"","",LAB2103,ZZZACUTE MYELOCYTIC LEUKEMIA TRANSLOCATION SCREEN  BONE MARROW (YH),1674,0.0%,"","","",""
4057906,"","",PHA152816,PHARMACY CONSULT CAM POSITIVE,1669,0.0%,"","","",""
8698373,"","",OPH84,YAG CAPSULOTOMY - OD - RIGHT EYE,1666,0.0%,"","","",""
7940286,"","",LAB10834,BONE MARROW BIOPSY  (GH LMW),1664,0.0%,"","","",""
3997107,"","",PRE15,PROTECTIVE PRECAUTIONS,1663,0.0%,"","","",""
1861086,"","",PRE32,TOTAL SPINE PRECAUTIONS,1662,0.0%,"","","",""
8067127,"","",PT81,PT HAND THERAPY EVALUATION,1661,0.0%,"","","",""
9437144,"","",RT53,VENTI-MASK OXYGEN- NO TITRATION (ADULT),1658,0.0%,"","","",""
1173418,"","",ORTHO300,ORTHO PRESURGICAL PROGRAM GREENWICH,1653,0.0%,"","","",""
3534124,"","",IMG4239,ED BILIARY ULTRASOUND,1649,0.0%,"","","",""
8237199,"","",LAB6157,CULTURE  FUNGUS  SKIN HAIR NAILS     (Q),1645,0.0%,"","","",""
6255671,"","",IMG1087,US PELVIC FOR FOLLICLES ONLY (GH BH YH LM WH),1644,0.0%,"","","",""
7438677,"","",CS5112,FINAL IMPRESSIONS,1643,0.0%,"","","",""
5377418,"","",OPH121,YAG CAPSULOTOMY - OS - LEFT EYE,1641,0.0%,"","","",""
1197979,"","",IMG2315,US SOFT TISSUE HEAD,1639,0.0%,"","","",""
5208615,No matching concept,0,8018,SELF PAY ORTHODONTIC TRACKING,1639,0.0%,Metadata,None,No matching concept,Undefined
5437701,"","",LAB3175,INFLUENZA A B BY RT-PCR  NASOPHARYNX     (YH),1637,0.0%,"","","",""
4490180,"","",REF52,AMB REFERRAL TO OCCUPATIONAL MEDICINE,1636,0.0%,"","","",""
4936849,"","",REF38,AMB REFERRAL TO INFERTILITY,1635,0.0%,"","","",""
4547742,No matching concept,0,RT401,CHEST PHYSIOTHERAPY- 72 HOURS,1632,0.0%,Metadata,None,No matching concept,Undefined
9524901,"","",LAB7819,ZZZSUREPATH IMAGING PAP AND HPV DNA REFLEX HPV 16 18     (Q),1624,0.0%,"","","",""
1796776,"","",NUR580,BLADDER PRESSURE,1621,0.0%,"","","",""
2789918,"","",WIS11,EXTRACTION,1619,0.0%,"","","",""
5906811,"","",PRE11,HIP PRECAUTIONS,1616,0.0%,"","","",""
6871518,"","",PRE8,ORTHOPEDIC SPINAL PRECAUTIONS,1616,0.0%,"","","",""
2829749,"","",CON182,IP CONSULT TO WOUND VAC TEAM,1610,0.0%,"","","",""
7722671,"","",IMG1713,US SOFT TISSUE MSK WRIST LEFT,1610,0.0%,"","","",""
6365060,"","",CON328,IP CONSULT TO RESPIRATORY NAVIGATOR,1609,0.0%,"","","",""
3468274,"","",IMG2748,CT CHEST VASCULAR WO IV CONTRAST GATED (YH),1608,0.0%,"","","",""
5762725,"","",IMG1697,US SOFT TISSUE MSK ANKLE LEFT,1607,0.0%,"","","",""
1526175,"","",IMG4426,US WHOLE BREAST SCREENING BILATERAL(LM WH),1607,0.0%,"","","",""
6811147,"","",SLE17,POLYSOMNOGRAPHY RESULT,1606,0.0%,"","","",""
2156725,"","",IMG3173,US ASPIRATION INJECTION MAJOR JOINT RIGHT,1601,0.0%,"","","",""
3416373,"","",ADT48,ZZZRETIREDCSHH ADMIT TO INPATIENT,1600,0.0%,"","","",""
5597400,"","",LAB11353,ONCOMINE COMPREHENSIVE PANEL (LAB ORDERABLE ONLY) (YH),1600,0.0%,"","","",""
9435178,"","",IMM189,HEPATITIS B-CPG  ADULT ADJUVANTED (HEPLISAV),1600,0.0%,"","","",""
9836553,"","",IMG1714,US SOFT TISSUE MSK WRIST RIGHT,1598,0.0%,"","","",""
6812627,No matching concept,0,NUR628,TRANSFUSE PEDI RBC IN UNITS,1595,0.0%,Metadata,None,No matching concept,Undefined
3762724,"","",LAB6561,PLATELET ALLOIMMUNIZATION SCREEN     (BH GH LMW YH),1594,0.0%,"","","",""
7405523,"","",LAB8968,FLOW MOLECULAR  (LMW),1593,0.0%,"","","",""
