care_site_id,Department
918,CORAM CVS/SPECIALTY INFUSION SERVICES
1738,BH WEST TOWER 6
3937,YM SMILOW CANCER GENETICS
39984,NE COVID VACCINE FAIR POP UP
1968,GH PALLIATIVE CARE
1874,BH PROF HOME CARE LAB
29512,NE PM PULM WESTPORT
4215,FAIR HAVEN SBHC BH CLINTON AVE
2028,GH 49 LAKE AVE
21669,LMH UROLOGY SERVICE
30421,MC MEMORIAL 3 WEST
2726,WHITNEY INTERNAL MED
29704,NE IM GUILFORD CHURCH ST
1392,YNH SMILOW PHARMACY DERBY
3895,REGIONAL HOSPICE AND HOMECARE
21427,LMH AUDIOLOGY
38511,YHC YU HARKNESS HALL
40241,NE URO WARWICK
4174,BH HEPATOLOGY CENTER
29246,YNH SMILOW TOBACCO WATERBURY
1677,BH EMERGENCY DEPARTMENT
1192,YNH HAMDEN CT
38496,BRIDGEPORT CORRECTIONS AND PAROLE
418,GH OTOLARYNGOLOGY/ENT SERVICE
1463,YNH NORTH HAVEN CARDIAC SERVICES - CANH
1760,BH MAIN PRE OP
31456,YNH WP 7 PEDI HEM ONC
3913,BH FAIRFIELD URGENT CARE
823,SRC PHYSICAL THERAPY
1873,BH MILFORD CARDIAC SERVICES CS
2439,YM OB GEN WALLINGFORD
1977,GH IVF SUITE
1195,YNH HAMDEN XRAY
1365,YNH REHAB SMILOW
1732,BH RADIATION THERAPY
18036,BH PHARMACY AT PARK AVE MEDICAL CENTER
1454,YNH INT IMM INFUSION DEVINE
2716,FAIR HAVEN SBHC PEDI CLINTON AVE
3582,NE PM IM MILFORD
31645,CSHH ENT 428 COLUMBUS
2775,YHC PHARMACY CLINIC
21747,NE PAIN MGMT WESTERLY
30026,CSHH INFECTIOUS DISEASE GRANT ST
2198,YM TRANSPLANT GREENWICH
38440,YM DIGESTIVE HEALTH 4A NORTH HAVEN
545,CRITICAL CARE SYSTEMS
707,YNH BH CHILDREN BH CYSTOSCOPY/UROLOGY
1525,SRC INPATIENT PHARMACY
21660,LMH HOSPITALIST SERVICE
42852,YM NEUROLOGY STROKE NORTH HAVEN
29966,CSHH WOMENS HEALTH 428 COLUMBUS
39431,NE IM STONINGTON ELM ST
832,YNH LONG WHARF DRAW STATION
1131,YNH PEDI LW CARDIOLOGY
3354,YNH PEDI LW NEUROSURGERY
44571,GH SMILOW GYN ONCOLOGY GREENWICH
454,BH VASCULAR SURGERY SERVICE
39425,YNH PEDI BLOOD DRAW NORWALK
1637,SRC INFECTIOUS DISEASE ORCHARD
1713,BH EEG/NEUROPHYSIOLOGY
2462,NE ALLERGY GUILFORD
42915,NE DH NUTRITION 8 DEV NOH
2453,NE GERIATRIC IP CONSULT SERVICE
21350,YM PEDI GENERAL CHAPEL PEDIATRICS
1680,BH ANGIOPLASTY SUITE
19785,YM SURGERY THORACIC TRUMBULL
429,BH DERMATOLOGY SERVICE
841,YNH SMILOW OFF-SITE LABS
1618,SRC PEDI HAMDEN
29742,YNH NORTH HAVEN ENDOSCOPY
1351,YNH SMILOW NEURO ONCOLOGY
1277,YNH TXP INFUSION CENTER
2551,NE SR ENT ORCHARD MULTI SPECIALTY
1146,YNH GUILFORD AMB CARDIOLOGY
2310,YMG OSTOMY PROGRAM
44969,YM ORTHO FAIRFIELD
2341,YM OBGYN REPRO WESTPORT
38242,SNF MASS TESTING - HAMDEN HLTH
1260,YNH HHT AVM CENTER
31335,YNH NEUROLOGY INFUSION FAIRFIELD
31524,YNH PEDI MOTILITY WP2
42848,YM NEUROLOGY MEMORY NORTH HAVEN
4072,"VISWA NATHAN, M.D LLC SHERMAN"
4025,EAR NOSE THROAT MEDICAL SURGICAL GROUP
24167,NE BEH MED IOP MONTAUK AVE
1280,YNH EMG YPB
39881,YNH COMPREHENSIVE CARE YORK
3579,NE PM SLEEP CENTER FAIRFIELD KINGS HWY
487,LONG RIDGE OF STAMFORD
1480,YNH SLEEP CENTER - MADISON
42997,YNH PEDI GYN HEME TRUMBULL
676,VILLAGE GREEN OF BRISTOL
1178,YNH PHP ADOLESCENT
1989,GH ULTRASOUND
38268,COMMUNITY MASS TESTING - NEW HAVEN REGION
4162,YM PEDI FAMILY ADVOCACY BRIDGEPORT
976,YNH EP 65 MEDICINE
30028,CSHH ALLERGY STATE ST
558,WHITNEY MANOR REHAB
1202,YNH FOXON MAMMO
3869,NE BH MEDEASE
957,YNH EP 47 HEME ONC SMILOW EAST
3967,YNH ADULT RESPIRATORY OLD SAYBROOK
21614,LMH CATH LAB HOLDING 5
36992,YNH SMILOW HEAD & NECK 55 PARK
660,GOLDEN HILL HEALTH CARE CENTER
1383,YNH CARDIAC REHAB CENTER
18520,BH PAMC OR
965,YNH WP 11 NEWBORN NURSERY
2748,YHC DERMATOLOGY
1224,YNH PHP ADULT
617,YM SURGERY CARDIAC
1503,SRC SR LOUISE ANTHONY 3
715,YNH BH CHILDREN BH CODE CARTS
762,SKYVIEW CENTER
18992,ZZZLMH INPATIENT PHARMACY
29561,BH ED ULTRASOUND
42630,ZZYNH PEDI OPHTHALMOLOGY 500 W PUTNAM
21761,NE IM NEW LONDON
2681,YALE SCHOOL OF NURSING
44581,YALE NEW HAVEN URGENT CARE MOHEGAN LAKE
2495,NE CARDIOLOGY SHERMAN
2173,YMG TEMPLE PLASTIC
21438,LMH 5.4 CARDIOLOGY
2580,NE FAIRFIELD UNIVERSITY OFFICE
1313,YNH PEDI CARDIOLOGY
1901,BH BARNUM AVE DRAW STATION
21407,WH OCCUPATIONAL THERAPY
1077,YNH US ED PHYS
30433,YM CMC MOHEGAN SUN
1842,BH AHLBIN CTR SHELTON
41382,OPTHC IM BARNUM
4161,L AND M MEDICAL GROUP PRIMARY CARE
39381,CSHH NEUROLOGY WILMOT
40187,CSHH COVID VACCINE EVENT ANSONIA
2250,YMG ENDOCRINE ONCOLOGY
32057,GH 35 RIVER RD DRAW STATION
29116,GH OCCUPATIONAL THERAPY 500 W PUTNAM
38561,NE COLO SURG FAIRFIELD KINGS HWY
616,YM SURGERY VASCULAR
30017,CSHH MEDICAL WEST HAVEN
30341,YNH GI CLASS LONG WHARF
1241,YNH WOMENS CENTER EVENING CLN
979,YNH SP 73 PEDI HEM ONC
23175,YNH SOCIAL WORK FAMILY ADVOCACY CENTER
44597,YALE NEW HAVEN URGENT CARE VIRTUAL NY
2175,YMG TEMPLE RETINA
483,GH PSYCHOLOGY
24101,NE GI NORTH HAVEN
1983,GH IMAGING CTR1 CT
2613,NE TEAMCARE
4107,NE ATWATER SENIOR CENTER
43939,FCHC BH PALMERS HILL
31532,FAIR HAVEN CARE COORD SHORELINE
2364,YM NEUROLOGY EPILEPSY GREENWICH
2403,YM SURGERY ONCOLOGY BRIDGEPORT
30537,CSHH HIM
21416,LMH OMNICELL ORTHOPEDIC 4.2
3941,YM OBGYN GENERAL NH HOWARD AVE
1882,BH LIBERTY DIALYSIS LAB
41000,SRC CELENTANO 2 OVFLW
921,"TOWNE PHARMACY, INC"
3544,YNH CARDIOTHORACIC GUILFORD
29278,ZZYNH PEDI BLOOD DRAW 500 W PUTNAM
30169,CSHH BH DIXWELL - CHILD&FAM GUID
4206,XXXFAIR HAVEN BH BELLA VISTA
1524,SRC ADULT PRIMARY CARE
1900,BH OUTPATIENT IMAGING FAIRFIELD MRI
21449,LMH LAB MICROBIOLOGY
2509,NE GEN SURGERY ORCHARD
45739,ANCHOR HEALTH INITIATIVE-LEEWAY NEW HAVEN
21348,BH PC BREASTFEEDING PARK AVENUE
1293,YNH VASCULAR CLINIC
29626,YM TXP INT MED STAMFORD
29267,NE INT MED CONCIERGE
3419,NE SRC GERIATRICS SVCS
4298,PATIENT CARE - HAMDEN
478,GH HEMODIALYSIS
2266,YM ORTHO NEW HAVEN HOWARD AVE
30166,CSHH BH BRENNAN ROGERS SBHC
2061,GH RADIATION ONCOLOGY GREENWICH
41392,NE IM ORANGE
38599,FAIR HAVEN CARE COORD 150 SARGENT DR
2245,YMG PEDI METABOLIC LIVER DISEASE
3393,YMG UROLOGY CTR - MADISON
19102,ZZZLMH CANCER CENTER MED ONC
38339,SNF MASS TESTING - LUDLOWE CENTER FOR HEALTH & REHAB
1497,SRC MED INTENSIVE - SUB
4191,NE BH TRUMBULL CARDIAC SERVICES
38198,GH ED - NEMG PCP
2350,YMG RHEUMATOLOGY MADISON
25021,BH OUTPATIENT IMAGING FAIRFIELD MRI
41268,OPTHC FMC ATLANTIC
4142,LAB FOR NORWALK HOSPITAL
29602,WH UROLOGY WESTERLY
1157,YNH SHORELINE BONE DENS
4300,PULMONARY CARE-NORWALK
39308,VNA SOUTHEASTERN CT MATERNAL CHILD
3899,YNH LIMB PRESERVATION CLINIC
21703,WH NON INTERFACED REFERENCE LAB
1702,BH AMBULATORY CARDIOLOGY
1340,YNH SMILOW GI ONCOLOGY
1181,YNH WALSH INTERMEDIATE SBHC
36994,YNH SMILOW GI ONCOLOGY NH
1880,BH SHELTON CARDIAC SPECIALISTS
633,GAYLORD HOSPITAL
1409,YNHCH BH PEDIATRICS ICU
3506,YM CSC ACCESS NEW HAVEN
43554,CSHH BH HELEN ST HAMDEN SBHC
38131,YM ORTHO TRUMBULL
43967,FCHC PEDIATRICS WESTHILL HIGH SBHC
415,GH OPHTHALMOLOGY SERVICE
45455,YM PLASTICS SURGERY WATERFORD
379,MASSAGE THERAPIST
45315,NE ENDO FAIRFIELD BEACH RD
1411,YNHCH BH KIDEASE
21606,LMH AMBULATORY SURGICAL UNIT
38598,FAIR HAVEN BH 150 SARGENT DRIVE
776,BRIDE BROOK HEALTH AND REHAB
2056,GH BENDHEIM CHEMO/TRANSFUSION
2680,DR ADAM BARD
34879,GH NUTRITIONAL 500 W PUTNAM
1642,SRC ORTHOPEDICS
1682,BH PEDIATRICS
43181,MC BEDSIDE IMAGING
1904,GH EMERGENCY DEPARTMENT
54,EMH PHYSICAL THERAPY
25055,CT PULMONARY SPECIALISTS-WEST HAVEN
31113,YM NEUROLOGY MILFORD
19031,EAST HAVEN PEDIATRICS
1140,YNH NORTH HAVEN MAMMO
2651,NE FIRST AID IMMEDIATE CARE MED CTR
29105,ZZYNH PEDI CARDIOLOGY 500 W PUTNAM
4021,YM DERMATOLOGY BRANFORD
2512,NE ADLER GERIATRIC CENTER
2088,YMG PEDI LW SPINA BIFIDA
1691,BH RICHARDSON 7
21709,LMH AMB INTERVENTIONAL RADIOLOGY
43692,FAIR HAVEN SBHC PEDI ROSS WOODWARD
45390,FCHC OUTPT SPECIALTY CTR 75 HOLLY HILL
4237,YNH PEDI WP2 NUTRITION
1844,BH NORTH BRIDGEPORT TEST CTR
1374,YNH PEDI GUILFORD HEM/ONC
1227,YNH DRAW STATION MADISON
1959,GH HEALTHY LIVING CENTER
18683,KINDRED AT HOME - OLD SAYBROOK
479,GH NEUROSURGERY SERVICE
1249,YNH PCC ADULT DERMATOLOGY
1145,YNH RADIATION ONCOLOGY GUILFORD
1921,GH NURSERY B
29970,CSHH RHEUMATOLOGY 428 COLUMBUS
38543,FAIR HAVEN PEDI DERMATOLGY 150 SARGENT DRIVE
576,YM DERMATOLOGY
29982,CSHH MEDICAL ANSONIA
42812,YM SURGERY ENT MILFORD
1919,GH NURSERY A
17988,BH AHLBIN REHAB CTR PARK AVE
43113,HOME CARE PLUS CHH PALLIATIVE CARE GUILFORD
1153,YNH SMILOW SU BREAST-SHORELINE
21480,LMH RADIATION ONCOLOGY WATERFORD
42611,BH COMPREHENSIVE CARE MILL HILL
4187,NE BH FAIRFIELD CARDIAC SERVICES
21482,LMH EMERGENCY PEQUOT
43400,GH SMILOW BREAST SURGERY GREENWICH
2609,NE HOSPITALIST ADULT
40275,NE ORTHO SURG NORTH HAVEN 4A DEVINE
42860,YM SURGERY VASCULAR MILFORD BPR
2473,NE GI ORANGE
28845,GH PUTNAM ULTRASOUND
1939,GH PAIN MANAGEMENT
31328,YNH LANGUAGE SERVICES
44225,CSHH MEDICAL CARRIGAN SBHC
602,YM PEDI INFECTIOUS DISEASE
31119,YM NEUROLOGY STROKE MILFORD
36999,YNH SMILOW UROLOGIC ONCOLOGY NH
39350,EPICCARE LINK PROVIDER ORDERING
4253,WADSWORTH GLEN HEALTH CARE AND REHABILITATION CENTER
18001,LMMG OBGYN NEW LONDON
21387,NEXT GENERATION PEDIATRICS
2408,YM SURGERY GENERAL NH ORCHARD ST
1976,GH MAIN PACU
24673,YM PEDI UROLOGY GREENWICH
22788,LMH WOUND CONSULT
38560,NE URO MILFORD SEASIDE AVE
1059,YNH PERIOP SVCS SP
1636,SRC GENERAL SURGERY MOB
482,GH DERMATOLOGY
2735,DR HARVEY BLUESTEIN
43773,BH NORTHWEST 9 OVERFLOW
1168,YNH NATHAN SMITH CLINIC
1759,BH MAIN OR
21712,LMH CROSSROADS POCT
1403,YNH PHOTOTHERAPY
21431,LMH 4.2 ORTHOPEDICS
44216,OPTHC BH SHELTON INTERMEDIATE SCHOOL
640,YNH AMB SOCIAL WORK
42552,NE INTERVENT PAIN NEW LONDON
486,KING STREET REHAB
938,GH NEONATOLOGY SERVICE
1690,BH RICHARDSON 10
41447,CSHH MEDICAL DIXWELL Q HOUSE
3520,DR SERLE M EPSTEIN MD
1916,GH OUTPATIENT CENTER
4027,YNH DRAW STATION OLD SAYBROOK
27784,FAIR HAVEN OPTOMETRY 374 GRAND AVE
19128,YM RHEUMATOLOGY STAMFORD
1050,YNH NPOR
17898,MEDICAL SPECIALISTS OF FAIRFIELD
23176,YNH SOCIAL WORK MFM
40350,NE POD GUILFORD BPR
2388,YM CSC FACULTY FRONTAGE RD
4269,THE SUMMIT AT PLANTSVILLE
1958,GH L&D SCHEDULING DEPT
27740,NE YNH GERI HOME BASED PRIMARY CARE
45220,YM ORTHO MILFORD XRAY
29743,YNH NORTH HAVEN GI MOTILITY
21596,YM INTERVENTIONAL RAD TRUMBULL
30446,MC CT SCAN
42849,YM NEUROLOGY NEUROPSYCH NORTH HAVEN
618,YM SURGERY GI
2685,DDA ENDOSCOPY SUITE
1004,YNH SP 61 SURGICAL ICU
2398,YMG NEUROLOGY MS CENTER
573,MONTOWESE HEALTH & REHAB CENTER
38506,YHC YU TRUMBULL
42994,YNH SMILOW EARLY ONSET
21653,THAMESIDE OBGYN CENTRE
21752,NE FM IM WESTERLY
724,YNH BH CHILDREN BH INTERNAL MEDICINE -LUS 10
1905,GH ADDICTION RECOVERY CENTER
431,BH GASTROENTEROLOGY SERVICE
941,BEACH ROAD ORTHOPAEDICS
4031,YNH AMB IR OLD SAYBROOK
367,YNH PSYCHIATRY SERVICE
1526,SRC PHARMACY ONC A
2007,GH VALLEY DRIVE ONCOLOGY CENTER
4126,LAB FOR CLINICAL LAB PARTNERS
636,PRIMED FAMILY PRACTICE
2368,YMG PED SPC CARDIOLOGY
40904,YNH PEDI HEPATOLOGY LONG WHARF
43491,YM PEDI GENERAL SHAWS COVE
17986,YNH PEDI LW MFM CARDIOLOGY FETAL
41304,OPTHC PED PLATT SBHC
43686,VIRTUAL NURSING
473,PORT CHESTER NURSING HOME
32059,YM OBGYN ENDOCRINE LAB CEDAR
42953,DIGESTIVE DISEASE ASSOCIATES - MILFORD
798,GUILFORD FAMILY PRACTICE
31109,YM NEPHROLOGY GREENWICH
2612,NE CARDIOLOGY APRN
30005,CSHH BIRTH TO THREE DIXWELL
4303,AUTUMN LAKE HEALTHCARE AT NORWALK
44881,FCHC MEDICAL 75 HOLLY HILL
1422,YNH PEDI NORWALK ENDO
3829,YNH PEDI TRUMBULL GENERAL SERVICES
3866,BH MEDEASE MOTILITY CENTER
1813,BH PRIMARY CARE BEHAVIORAL HEALTH
1984,GH IMAGING CTR1 MAMMO
38474,SNF MASS TESTING - BEECHWOOD
3547,PEDIATRIC AND MEDICAL ASSOC - NEW HAVEN
22194,YM OB GEN GUILFORD DURHAM RD
43988,GH PUTNAM AVE PEDI ECHO
4082,GH NUTRITIONAL STAMFORD MAIN
44005,GH PEDI UROLOGY 500 W PUTNAM
1684,BH LUSCOMB 10
4054,BH PRIMARY CARE SICKLE CELL
38132,YM ADVANCED CARE AT HOME
1042,YNH PEDI PULMONARY FUNCTION TESTING
31348,WH SMILOW PHARMACY WESTERLY
1354,YNH SMILOW PEDIATRIC HEM/ONC
42561,YM SMILOW ENDOCRINE NEOPLASIA TRUMBULL
43268,YM PEDI UROLOGY SHAWS COVE
38589,YNH SMILOW GI SURGERY NORTH HAVEN
41695,FAIR HAVEN NUTRITION BELLA VISTA
653,HOSPITAL FOR SPECIAL CARE
988,YNH NP 14 GYN ONCOLOGY
2407,YMG BREAST CENTER ORCHARD
45573,BH CLOSER TO HOME LOUNGE
3988,YNH YPH OBSERVATION
2416,YM CT COASTAL OBGYN BRANFORD
21716,LMH LABORATORY PEQUOT
42868,YM HVC DISEASE MGMT 500 W PUTNAM
4235,YNH PEDI LW NUTRITION
29281,LMH CANCER CENTER GYN ONC
40311,YM CARDIOLOGY WOMENS UNCASVILLE
43199,OPTHC FIN MSP
2605,NE HOSPITALIST PEDIATRIC
29635,YM BREAST MED ONC MDC TRUMBULL
39971,YNH PEDI LW PRENATAL
964,YNH WP 11 MATERNITY
21429,LMH 3.4 ICU
26625,YM VASCULAR SURGERY MONTAUK
30414,MC URGENT CARE
2190,YMG TEMPLE ENDOCSOPY SUITE
3357,YHC BONE AND JOINT
29128,NE IM NEW HAVEN LONG WHARF DR
588,YM IM FIRM ATTENDING
24265,BH STRATFORD MED TEST CTR DRAW STATION
26351,YNH PCC ADULT URGENT CARE
30444,MC SPEECH THERAPY
43796,YNH TRUMBULL PEDI HEM ONC HEROS
2516,NE FAMILY HEALTH AND WELLNESS
43446,NE POD TRUMBULL QUARRY RD
2206,YMG NEUROPSYCH 1
45232,YNH PEDI WP2 METABOLIC BONE CLINIC
39871,YNH COVID VACCINE FAIR LANMAN CENTER
4036,BH WELLNESS CHECK PROGRAM
36996,YNH SMILOW MELANOMA NH
3832,YM CC GENETIC COUNSELING SMILOW
17991,NE GENETIC COUNSELING SERVICES MAIN STAMFORD
1447,YNH SMILOW NORTH HAVEN
24140,BH PCC BEHAVIORAL HEALTH POSTPARTUM CLINIC
39979,YM ORTHO PMR UNCASVILLE
647,YNH WOUND CONSULT
30400,CSHH BH WILMOT - ADULT
21493,LMH PEQUOT ED XRAY
2720,HAMDEN SLEEP DISORDERS CENTER
30428,CSHH CARE COORDINATION
44234,CSHH BH CARRIGAN SBHC
1890,BH OUTPATIENT IMAGING FAIRFIELD ULTRASOUND
44909,YNH SMILOW CANCER GENETICS WATERBURY
2363,YM GNH OBGYN HAMDEN
23174,YNH OBGYN GEN ADOLES LONG WHARF
3845,NE ENDO NEW HAVEN
2224,YMG EP CARDIOLOGY SERVICE
29997,CSHH MEDICAL HAMDEN HIGH SBHC
39428,YNH SOCIAL WORK HOWARD
41475,CSHH PODIATRY DIXWELL Q HOUSE
18684,AMEDISYS
2517,NE DR JAMES SARFEH
578,YM GNH OB/GYN
42581,FAIR HAVEN ADULT BELLA VISTA
1372,YNH SMILOW PREP HOLD
2359,YM GNH OBGYN NEW HAVEN
21458,LMH PULM REHAB
26619,YNH PEDI ALLERGY IMMUNOLOGY NORWALK
666,APPLE REHAB WATCH HILL
2399,YMG SU TRANSPLANT-ST FRANCIS
2732,PULMONARY CRITICAL BR
3932,VETERAN AFFAIRS
21197,NE IM CHESHIRE S. MAIN ST. SUITE 2
30632,LMH UROLOGY ULTRASOUND
41356,OPTHC FMC EAST MAIN
30343,SRC GI CLASS
2566,NE SR SENIOR ASSESSMENT BRANFORD
4055,GESHER ALLERGY & IMMUNO WATERBURY
41318,OPTHC PED BULLARD-HAVENS SBHC
44974,CSHH BH HILL REGIONAL CAREER HIGH SBHC
1026,YNH NUTRITION CLINIC
2340,YM PEDI BACKUS CARDIOLOGY
2706,FAIR HAVEN PGM & SERV 374 GRAND AVE
26389,FAIR HAVEN CARE COORD EAST HAVEN
27781,FAIR HAVEN GI 374 GRAND AVE
940,GASTRO CENTER OF CONNECTICUT
354,SOCIAL WORK
2032,GH IVF PRIVATE OFFICE
1532,SRC PICC SERVICES
2184,YM CSC ANXIETY NH TEMPLE ST
39461,BH PRIMARY CARE COMPLEX CARE TEAM
1254,YNH PCC PEDIATRIC DERMATOLOGY
38486,NE IM FAIRFIELD KINGS HWY
22544,PEDIATRICS AND ADOLESCENT MEDICINE
37251,LMH EMPLOYEE RX PHARMACY
1175,YNH SARGENT DRIVE US
41277,OPTHC BH CCIH
21639,WH PULM REHAB
32063,YM SURGERY VASCULAR MOB3
926,BISHOP WICKE HEALTH CENTER
2371,YMG PEDI NORWALK ADOLESCENT COMP
42509,YNH PEDI OBESITY TRUMBULL
39840,GH TENT
1539,SRC DIABETES TRAINING
20012,ZZZLMH OPTHALMOLOGY SERVICE
21454,LMH NUCLEAR MEDICINE
1979,GH ED XRAY
1122,YNH ORTH LW PEDI RESIDENTS
1915,GH OUTPATIENT CTR - HEM/ONC
427,GH VASCULAR SURGERY SERVICE
30548,MC PREADMISSION TESTING
2183,YM CSC PSYCH ASSESS NH TEMPLE
21456,LMH PERIOPERATIVE SERVICES
20006,ZZZLMH ORTHOPEDIC SERVICE
21828,YM NORWICH PULMONARY HYPERTENSION CLINIC
4052,YNH TRANSPLANT - CARDIOLOGY
18707,LMMG NEUROPSYCHOLOGY
27735,YM PHOTOTHERAPY MIDDLEBURY
799,MASONICARE HOME HEALTH AGENCY AND HOSPICE
1349,YNH SMILOW MEDICAL ONCOLOGY INFUSION
1806,BH FFLD COUNTY WOMENS
2400,YM TRANSPLANT ST. FRANCIS
17979,ADVANCED CARDIO SPEC - CARD TESTING
30634,LMH PODIATRY LIMB WATERFORD
1772,BH DX XRAY
20013,ZZZLMH OTOLARYNGOLOGY SERVICE
41269,OPTHC RYAN WHITE WASHINGTON
31276,YM CSC IN HOME PIFA NH GEORGE ST
31331,YNH RHEUMATOLOGY NORTH BRANFORD
18977,FAIR HAVEN MIDWIFERY EAST HAVEN
38593,WH FLU FAIR CLINIC OCC HEALTH
42612,YM OI INFUSION TEMPLE NH
3368,NE YNH FOXON WALK IN
30405,CSHH MED HAMDEN MIDDLE SCHOOL SBHC
39863,YNH COVID VACCINE FAIR FLOYD LITTLE FIELDHOUSE
42591,WH SMILOW RAD ONC URO MDC
1336,YNH SMILOW BREAST ONCOLOGY
24997,YNH TELESTROKE
2202,YM PEDI ENDO GREENWICH
27736,YM RHEUMATOLOGY BRANFORD
1183,YNH DRAW STATION E H MAIN ST
2284,YM PSYCH BEHAV HEALTH CLINIC HAMDEN
40560,YM NEUROLOGY WALLINGFORD
25023,YM URO GYN PARK AVE TRUMBULL
1264,YNH DANA EYE CENTER
1309,YNH PEDI TREATMENT CENTER
1572,SRC DR PET SCAN
1215,YNH TSC OR
42307,YM PSYCH COGNITIVE DISORDERS
1465,YNH ORANGE CARDIAC SERVICES - CANH
3911,NE GEN SURG TRUMBULL WHITE PLAINS RD
1564,SRC DR ULTRASOUND
2065,GH TUCKAHOE FERTILITY & IVF CENTER
26352,YNH PEDI AUDIOLOGY NORWALK
43947,FCHC PEDIATRICS CLOONAN MIDDLE SBHC
1055,YNH WP PEDI SURG CTR
32043,YNHCH BH PEDI ECHO
39393,EC LINK DEP- PHYSICIAN ORDERS
21913,YNH TXP INFUSION CENTER OLD SAYBROOK
888,GRAHAM-MASSEY ANALYTICAL LAB
4198,"COMPLETE PEDIATRICS, PC"
4877,ZZZLMH EMERGENCY DEPARTMENT
30012,CSHH BH BOYS AND GIRLS CLUB
37746,BH WEST TOWER 10 PSYCHIATRY
730,YNH BH CHILDREN BH PEDIATRICS/PICU
381,BH PHYSICAL THERAPY
34887,WH ANESTHESIA US
1111,YNH PEDI LW METABOLIC BONE CLINIC
2355,YMG GENETIC COUNSELING - GREENWICH
3452,BH NORTHWEST 7
580,YM IM INFECTIOUS DISEASES
2047,GH LAB AT GREENWICH MEDICAL GROUP
29298,YNH PEDI CSC 500 W PUTNAM
24630,YNH DENTAL CLINIC BUSINESS OFFICE
3938,KALMAN L WATSKY
42955,YNH PEDI PALLIATIVE CARE
1281,YMG OBGYN ONC-UROGYNECOLOGY
41336,OPTHC PED COLUMBUS SBHC
45013,YALE NEW HAVEN URGENT CARE HIM
1338,YNH SMILOW CARDIO ONCOLOGY
21541,YHC VACCINATION CLINIC
3892,YNH LW BARIATRIC SURGERY
19124,YM NEURO MS STAMFORD
1390,YNH DRAW STATION SMILOW NEW HAVEN - B
831,YNH YPB PHLEBOTOMY LAB
1258,YNH DANA ENDOCRINOLOGY
1972,GH GI ENDOSCOPY SUITE
26764,SRC BARIATRICS ORCHARD
435,BH HEMATOLOGY SERVICE
60,EMH PSYCHIATRY
2652,NE MIDWIFERY SHELTON
21724,WH ADMITTING
29098,ZZYNH PEDI ENDO 500 W PUTNAM
932,FLORIDA CANCER SPECIALISTS
30143,NE GERIATRICS TRUMBULL
38247,SNF MASS TESTING - NATHANIEL WITHERELL
2226,YM INFECTIOUS DISEASE
42584,YM NEUROLOGY NEUROPSYCH NEW LONDON
2001,GH LAB DRAW SUMMER ST STAMFORD
2094,YMG NORWICH SLEEP STUDY
21439,LMH 6.2 GENERAL MED SURG
2466,NE GI OF NH - HAMDEN 1ST FLOOR
1450,YNH ARTHRITIS & RHEUMATIC DISEASE
4131,LAB FOR GRIFFIN HOSPITAL
29972,CSHH MEDICAL OUTREACH 428 COLUMBUS
440,BH NEUROSURGERY SERVICE
29250,YNH SMILOW TOBACCO WATERFORD
387,BH SPEECH AND LANGUAGE PATHOLOGY
1459,YNH GUILFORD SLEEP STUDY
1644,SRC PODIATRY
2128,YMG COMMUNICATIONS YORK STREET
3461,DR JEANNETTE CHINCHILLA
1353,YNH SMILOW PALLIATIVE CARE
2030,GH ENDOSCOPY CENTER OF GREENWICH
2520,NE BARIATRICS TEMPLE
382,GH BEHAVIORAL HEALTH THERAPIES
38402,WESTERN CT MENTAL HEALTH NETWORK
1371,YNH SMILOW MRI
1537,SRC PULMONARY MEDICINE
27142,BH BEDSIDE ECHO
39424,YM NEUROLOGY NEUROPSYCH FAIRFIELD
42621,YM OI INFUSION HAMDEN
1676,BH EKG
656,APPLE REHAB - CLIPPER
2486,NE DR MARIA RHEE - HAMDEN
39513,YM SURGERY THORACIC GREENWICH
1005,YNH NP 15 SURGICAL ONCOLOGY
19996,NE NEUROLOGY GREENWICH
41496,GH DRAW SMILOW LONG RIDGE
31403,MC OCCUPATIONAL HEALTH
41289,OPTHC PED WALTERSVILLE SBHC
2602,NE PULMONARY & SLEEP
39379,CSHH RHEUMATOLOGY WILMOT
846,YNH NORTH HAVEN LAB
30095,X SRC CODE D VERDI 2 WEST PERIOP
36301,YNH EP 48 LABOR & DELIVERY
1094,YNH CHEST PAIN CENTER
3404,YNH TISSUE TYPING
30442,MC CARDIOPULMONARY
41341,OPTHC PED TISDALE SBHC
534,CARDIOLOGY ASSOCIATES - ST VINCENT
2594,NE PRIMARY CARE CLINIC - BH
4103,NE CS CARD MILFORD
40377,CSHH PODIATRY 410 W HAVEN
77,EMH ONCOLOGY
30025,CSHH MEDICAL GRANT ST
2552,NE SR UROLOGY  MULTI SPECIALTY
3359,COMPLIANCE AND PRIVACY
1547,SRC ADULT PRIMARY URGENT CARE
1931,GH LABOR & DELIVERY
2241,YM SURGERY GI NEW HAVEN HOWARD AVE
41406,YM OPHTHALMOLOGY WATERFORD
1856,BH OUTPATIENT IMAGING PARK AVE CT/PET
29985,CSHH PODIATRY ANSONIA
1492,SRC IP CHILD PSYCH
21512,WH PACU
26686,SHORELINE FOOT & ANKLE CENTER
38187,SNF MASS TESTING - PENDLETON HLTH
18779,GH CHEMISTRY
21874,BH NORTHWEST 9
4205,YNH BARIATRICS COUNSELING FAIRFIELD
32054,BH KINGS HWY FRFLD DRAW STATION
