measurement_id,concept_name,concept_id,frequency,percentage,unit_source_value,domain_id,vocabulary_id,concept_code,concept_class_id
9362838,Influenza virus A H1 2009 pandemic RNA [Presence] in Nasopharynx by NAA with non-probe detection,21493334,2069,0.0%,"",Measurement,LOINC,82168-6,Lab Test
8486166,"Computed tomographic angiography, pelvis, with contrast material(s), including noncontrast images, if performed, and image postprocessing",2211422,2068,0.0%,"",Procedure,CPT4,72191,CPT4
7553280,Ultrasonography of right knee region,42534959,2067,0.0%,"",Procedure,SNOMED,1171000087103,Procedure
4392782,Target cells [Presence] in Blood by Light microscopy,3025616,2065,0.0%,"",Measurement,LOINC,10381-2,Lab Test
3229401,Activated protein C resistance [Time Ratio] in Platelet poor plasma by Coagulation assay,3008561,2065,0.0%,"",Measurement,LOINC,13590-5,Lab Test
2542953,"","",2063,0.0%,"","","","",""
8218464,"Computed tomography, maxillofacial area; without contrast material",2211333,2063,0.0%,"",Procedure,CPT4,70486,CPT4
3630752,SARS-CoV-2 (COVID-19) S protein RBD neutralizing antibody [Units/volume] in Serum or Plasma by Immunoassay,1619029,2055,0.0%,{index},Measurement,LOINC,98734-7,Lab Test
5841046,DOPamine [Mass/volume] in Serum or Plasma,3013490,2054,0.0%,pg mL,Measurement,LOINC,2216-0,Lab Test
1650792,No matching concept,0,2052,0.0%,"",Metadata,None,No matching concept,Undefined
1904038,MRI of brain and cervical spinal cord,4234775,2051,0.0%,"",Procedure,SNOMED,440450002,Procedure
8804965,Horse dander IgE Ab [Units/volume] in Serum,3010726,2050,0.0%,"",Measurement,LOINC,6143-2,Lab Test
8110376,Phosphate [Mass/volume] in Urine,3026729,2050,0.0%,mg dL,Measurement,LOINC,2778-9,Lab Test
6425074,Pecan or Hickory Tree IgE Ab RAST class [Presence] in Serum,3036008,2050,0.0%,"",Measurement,LOINC,15774-3,Lab Test
8889025,Ultrasonography of left knee region,42534948,2049,0.0%,"",Procedure,SNOMED,1161000087107,Procedure
1105796,Smooth muscle Ab [Titer] in Serum,3007566,2049,0.0%,"",Measurement,LOINC,8095-2,Lab Test
2446139,Cocksfoot IgE Ab RAST class [Presence] in Serum,3010101,2048,0.0%,"",Measurement,LOINC,15746-1,Lab Test
5828643,von Willebrand factor (vWf) multimers [Presence] in Platelet poor plasma,3034186,2047,0.0%,"",Measurement,LOINC,32217-2,Lab Test
1113145,CT of facial bones,4306666,2047,0.0%,"",Procedure,SNOMED,419673001,Procedure
1213653,Kentucky blue grass IgE Ab [Units/volume] in Serum,3005235,2045,0.0%,"",Measurement,LOINC,6153-1,Lab Test
1157019,Calcium [Mass/volume] in Specimen,3034915,2040,0.0%,mg {tot vol},Measurement,LOINC,38250-7,Lab Test
4833910,Virus identified in Specimen by Culture,3028433,2037,0.0%,"",Measurement,LOINC,6584-7,Lab Test
8189005,No matching concept,0,2037,0.0%,"",Metadata,None,No matching concept,Undefined
9277761,Enolase.neuron specific [Mass/volume] in Serum or Plasma,3028531,2035,0.0%,ng mL,Measurement,LOINC,15060-7,Lab Test
7839043,"","",2033,0.0%,"","","","",""
1362053,No matching concept,0,2032,0.0%,"",Metadata,None,No matching concept,Undefined
2635854,"Radiologic examination, ribs, bilateral; 3 views",2211374,2032,0.0%,"",Procedure,CPT4,71110,CPT4
6369846,No matching concept,0,2031,0.0%,"",Metadata,None,No matching concept,Undefined
9803743,No matching concept,0,2030,0.0%,"",Metadata,None,No matching concept,Undefined
3642235,"","",2029,0.0%,"","","","",""
8428618,Yeast.hyphae [#/area] in Urine by Computer assisted method,3041076,2027,0.0%,[HPF],Measurement,LOINC,53268-9,Lab Test
6794604,No matching concept,0,2027,0.0%,10*-6.[U] mL,Metadata,None,No matching concept,Undefined
1816950,Rotavirus Ag [Presence] in Stool by Immunoassay,3014352,2027,0.0%,"",Measurement,LOINC,5880-0,Lab Test
8530166,"","",2024,0.0%,"","","","",""
1142092,Parathyrin.intact [Mass/volume] in Serum or Plasma --baseline,3033973,2023,0.0%,pg mL,Measurement,LOINC,38158-2,Lab Test
9402704,Barium swallow,4059066,2022,0.0%,"",Procedure,SNOMED,168821007,Procedure
1832769,No matching concept,0,2022,0.0%,"",Metadata,None,No matching concept,Undefined
8190751,"Radiologic examination; acromioclavicular joints, bilateral, with or without weighted distraction",2211448,2022,0.0%,"",Procedure,CPT4,73050,CPT4
2053833,Heterophile Ab [Presence] in Serum by Latex agglutination,3020946,2022,0.0%,"",Measurement,LOINC,5213-4,Lab Test
5631851,Desethylamiodarone [Mass/volume] in Serum or Plasma,3036866,2022,0.0%,ug mL,Measurement,LOINC,6774-4,Lab Test
7774927,Fluoroscopy of upper gastrointestinal tract and small bowel follow through,45765924,2021,0.0%,"",Procedure,SNOMED,702984009,Procedure
2129882,"","",2021,0.0%,"","","","",""
1985529,No matching concept,0,2021,0.0%,"",Metadata,None,No matching concept,Undefined
3235497,No matching concept,0,2018,0.0%,"",Metadata,None,No matching concept,Undefined
7763631,Catecholamines [Mass/volume] in Plasma,3037812,2017,0.0%,pg mL,Measurement,LOINC,2056-0,Lab Test
5423974,Thyroglobulin [Mass/volume] in Serum or Plasma,3036535,2014,0.0%,ng mL,Measurement,LOINC,3013-0,Lab Test
7374886,Trichomonas vaginalis DNA [Presence] in Specimen by NAA with probe detection,42868427,2014,0.0%,"",Measurement,LOINC,69937-1,Lab Test
2855811,No matching concept,0,2013,0.0%,"",Metadata,None,No matching concept,Undefined
8515256,Cytomegalovirus IgG Ab [Units/volume] in Serum or Plasma,3010130,2008,0.0%,AI,Measurement,LOINC,7852-7,Lab Test
1128579,Microscopic observation [Identifier] in Vaginal fluid by Wet preparation,3021466,2007,0.0%,"",Measurement,LOINC,14319-8,Lab Test
4500277,HLA-DQ8 [Presence],3039510,2007,0.0%,"",Measurement,LOINC,41283-3,Lab Test
7034988,"","",2006,0.0%,"","","","",""
2908259,Lymphocytes/100 leukocytes in Cerebral spinal fluid,3020951,2003,0.0%,%,Measurement,LOINC,26479-6,Lab Test
7607620,Ultrasonography of bilateral breasts,42535066,2003,0.0%,"",Procedure,SNOMED,1571000087109,Procedure
8862533,Fetal 22q11.2 deletion risk [Interpretation] based on Plasma cell-free+WBC DNA by Dosage of chromosome-specific cfDNA Qualitative,46235262,2003,0.0%,"",Measurement,LOINC,75578-5,Lab Test
7827234,"","",2000,0.0%,"","","","",""
5082188,Albumin [Mass/volume] in Serum or Plasma by Electrophoresis,3028286,2000,0.0%,"",Measurement,LOINC,2862-1,Lab Test
4403609,No matching concept,0,2000,0.0%,"",Metadata,None,No matching concept,Undefined
4124568,Magnetic resonance arthrography of left shoulder,37109157,1998,0.0%,"",Procedure,SNOMED,20051000087106,Procedure
2128069,No matching concept,0,1998,0.0%,"",Metadata,None,No matching concept,Undefined
5731095,No matching concept,0,1998,0.0%,"",Metadata,None,No matching concept,Undefined
2846531,No matching concept,0,1998,0.0%,"",Metadata,None,No matching concept,Undefined
6468505,No matching concept,0,1998,0.0%,"",Metadata,None,No matching concept,Undefined
8781132,Microcytes [Presence] in Blood by Light microscopy,3037885,1996,0.0%,"",Measurement,LOINC,741-9,Lab Test
5072625,"","",1993,0.0%,"","","","",""
3239571,No matching concept,0,1992,0.0%,"",Metadata,None,No matching concept,Undefined
8035493,Epstein Barr virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,3000453,1992,0.0%,{copies} mL,Measurement,LOINC,32585-2,Lab Test
6287128,Chloride [Moles/volume] in Blood,3018572,1991,0.0%,mmol L,Measurement,LOINC,2069-3,Lab Test
1693554,Urea nitrogen [Mass/volume] in Blood,3004295,1991,0.0%,mg dL,Measurement,LOINC,6299-2,Lab Test
2236704,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)",2211798,1991,0.0%,"",Procedure,CPT4,77002,CPT4
3622747,Carbon dioxide [Partial pressure] in Venous blood,3021447,1990,0.0%,mm[Hg],Measurement,LOINC,2021-4,Lab Test
1416130,pH of Venous blood,3012544,1990,0.0%,[arb U],Measurement,LOINC,2746-6,Lab Test
1480568,No matching concept,0,1990,0.0%,"",Metadata,None,No matching concept,Undefined
6207542,"Carbon dioxide, total [Moles/volume] in Blood",3014094,1990,0.0%,mmol L,Measurement,LOINC,20565-8,Lab Test
3487115,No matching concept,0,1989,0.0%,"",Metadata,None,No matching concept,Undefined
9529212,SARS-CoV-2 (COVID-19) RNA panel - Specimen by NAA with probe detection,706169,1987,0.0%,"",Measurement,LOINC,94306-8,Lab Test
3378270,No matching concept,0,1987,0.0%,"",Metadata,None,No matching concept,Undefined
3562176,traMADol cutoff [Mass/volume] in Urine for Screen method,3014651,1984,0.0%,ng mL,Measurement,LOINC,19712-9,Lab Test
7476910,Transferrin [Mass/volume] in Serum or Plasma,3004789,1984,0.0%,mg dL,Measurement,LOINC,3034-6,Lab Test
5153704,Cystic fibrosis newborn screen interpretation,3051677,1983,0.0%,"",Measurement,LOINC,46769-6,Lab Test
6121999,Coccidioides immitis Ab [Presence] in Serum by Immune diffusion (ID),3021763,1981,0.0%,"",Measurement,LOINC,5095-5,Lab Test
5401519,IgG clearance/Albumin clearance [Ratio] in Serum and CSF,3020222,1978,0.0%,"",Measurement,LOINC,14117-6,Lab Test
9278052,"","",1975,0.0%,"","","","",""
4694393,Granulocytes/100 leukocytes in Cerebral spinal fluid,3042847,1975,0.0%,%,Measurement,LOINC,33963-0,Lab Test
5456908,No matching concept,0,1975,0.0%,"",Metadata,None,No matching concept,Undefined
8627159,No matching concept,0,1975,0.0%,"",Metadata,None,No matching concept,Undefined
9473003,Voriconazole [Mass/volume] in Serum or Plasma,3050218,1974,0.0%,ug mL,Measurement,LOINC,38370-3,Lab Test
9950285,Bacterial vaginosis associated bacterium 2 DNA [Presence] in Vaginal fluid by NAA with probe detection,42870565,1974,0.0%,[score],Measurement,LOINC,69566-8,Lab Test
6315996,No matching concept,0,1974,0.0%,%,Metadata,None,No matching concept,Undefined
8924676,No matching concept,0,1974,0.0%,"",Metadata,None,No matching concept,Undefined
1410499,Neutrophils/100 leukocytes in Cerebral spinal fluid,3018562,1974,0.0%,"",Measurement,LOINC,26512-4,Lab Test
4737820,No matching concept,0,1972,0.0%,"",Metadata,None,No matching concept,Undefined
5132475,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma,3009306,1972,0.0%,ng mL,Measurement,LOINC,1834-1,Lab Test
8194219,"",-1,1971,0.0%,"","","","",""
3524575,"",-1,1971,0.0%,"","","","",""
5927240,"","",1971,0.0%,"","","","",""
2522384,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,2313991,1971,0.0%,"",Procedure,CPT4,93971,CPT4
8883835,Granular casts [#/area] in Urine sediment by Microscopy low power field,3011483,1970,0.0%,[LPF],Measurement,LOINC,5793-5,Lab Test
4234652,No matching concept,0,1968,0.0%,"",Metadata,None,No matching concept,Undefined
6570660,Escherichia coli DNA [Presence] by NAA with non-probe detection in Positive blood culture,36203576,1967,0.0%,"",Measurement,LOINC,85773-0,Lab Test
4479327,CT cystography,46272797,1966,0.0%,"",Procedure,SNOMED,711227002,Procedure
8047457,Metanephrines [Mass/time] in 24 hour Urine,3006636,1962,0.0%,ug (24.h),Measurement,LOINC,2609-6,Lab Test
8188895,Bilirubin.direct [Mass/volume] in Serum or Plasma,3027597,1960,0.0%,mg dL,Measurement,LOINC,1968-7,Lab Test
7650272,Body temperature,3020891,1960,0.0%,Cel,Measurement,LOINC,8310-5,Clinical Observation
8328119,Metanephrine [Mass/time] in 24 hour Urine,3019965,1959,0.0%,ug (24.h),Measurement,LOINC,19049-6,Lab Test
3902867,Normetanephrine [Mass/time] in 24 hour Urine,3035015,1955,0.0%,ug (24.h),Measurement,LOINC,2671-6,Lab Test
8046422,"","",1952,0.0%,"","","","",""
4196161,"","",1951,0.0%,"","","","",""
7200502,No matching concept,0,1951,0.0%,"",Metadata,None,No matching concept,Undefined
4998082,No matching concept,0,1949,0.0%,"",Metadata,None,No matching concept,Undefined
5753973,No matching concept,0,1949,0.0%,"",Metadata,None,No matching concept,Undefined
7218561,No matching concept,0,1949,0.0%,"",Metadata,None,No matching concept,Undefined
8847434,No matching concept,0,1949,0.0%,"",Metadata,None,No matching concept,Undefined
7263952,Variant lymphocytes/100 leukocytes in Blood,3013498,1946,0.0%,%,Measurement,LOINC,13046-8,Lab Test
1764151,MRI of right elbow,37109198,1946,0.0%,"",Procedure,SNOMED,2211000087106,Procedure
8932529,"","",1946,0.0%,"","","","",""
4636651,"Magnetic resonance angiography without contrast followed by with contrast, pelvis",2616262,1945,0.0%,"",Procedure,HCPCS,C8920,HCPCS
9003524,Parathyrin.intact [Mass/volume] in Serum or Plasma --post excision,3048905,1945,0.0%,pg mL,Measurement,LOINC,49036-7,Lab Test
9817823,No matching concept,0,1942,0.0%,"",Metadata,None,No matching concept,Undefined
8471817,No matching concept,0,1940,0.0%,"",Metadata,None,No matching concept,Undefined
8738008,Metabotropic glutamate receptor 1 IgG Ab [Presence] in Cerebral spinal fluid by Cell binding immunofluorescent assay,1002058,1939,0.0%,"",Measurement,LOINC,93500-7,Lab Test
6701284,Glial fibrillary acidic protein alpha subunit IgG Ab [Presence] in Cerebral spinal fluid by Cell binding immunofluorescent assay,1001839,1939,0.0%,"",Measurement,LOINC,93422-4,Lab Test
9519994,West Nile virus IgM Ab [Presence] in Cerebral spinal fluid,3022842,1939,0.0%,"",Measurement,LOINC,31703-2,Lab Test
1214518,No matching concept,0,1939,0.0%,%,Metadata,None,No matching concept,Undefined
8226196,"","",1937,0.0%,"","","","",""
4591349,Bordetella pertussis [Presence] in Specimen by Organism specific culture,3011175,1937,0.0%,"",Measurement,LOINC,549-6,Lab Test
4015625,Specimen source [Identifier] of Body fluid,3053213,1936,0.0%,"",Measurement,LOINC,47938-6,Lab Test
3320670,No matching concept,0,1934,0.0%,"",Metadata,None,No matching concept,Undefined
3918623,F2 gene c.20210G>A [Genotype] in Blood or Tissue by Molecular genetics method Nominal,3025008,1932,0.0%,"",Measurement,LOINC,24475-6,Lab Test
1031329,No matching concept,0,1931,0.0%,"",Metadata,None,No matching concept,Undefined
9155002,Ethylene glycol [Mass/volume] in Urine,3020700,1930,0.0%,mg dL,Measurement,LOINC,5647-3,Lab Test
9589288,Free Hemoglobin [Mass/volume] in Plasma,3022493,1927,0.0%,mg dL,Measurement,LOINC,721-1,Lab Test
8873176,US scan of transplant kidney,4082531,1926,0.0%,"",Procedure,SNOMED,241484009,Procedure
3033830,No matching concept,0,1926,0.0%,"",Metadata,None,No matching concept,Undefined
5139880,West Nile virus IgG Ab [Presence] in Cerebral spinal fluid,3041641,1923,0.0%,"",Measurement,LOINC,41236-1,Lab Test
8214615,Hemoglobin F/Hemoglobin.total in Blood by Kleihauer-Betke method,3003515,1922,0.0%,%,Measurement,LOINC,4633-4,Lab Test
7854736,Renin [Enzymatic activity/volume] in Plasma,3007808,1921,0.0%,ng mL h,Measurement,LOINC,2915-7,Lab Test
4531767,Nucleated cells [#/volume] in Cerebral spinal fluid,40761570,1921,0.0%,{cells} uL,Measurement,LOINC,58470-6,Lab Test
3086046,"","",1921,0.0%,"","","","",""
9310247,No matching concept,0,1921,0.0%,"",Metadata,None,No matching concept,Undefined
7035259,Cerebral perfusion pressure,4353710,1920,0.0%,"",Measurement,SNOMED,250846007,Observable Entity
5449340,No matching concept,0,1916,0.0%,"",Metadata,None,No matching concept,Undefined
9846096,Insulin-like growth factor binding protein 3 [Mass/volume] in Serum or Plasma,3027370,1915,0.0%,mg L,Measurement,LOINC,2483-6,Lab Test
7091937,CT of pelvis,4058336,1915,0.0%,"",Procedure,SNOMED,169071000,Procedure
9034442,No matching concept,0,1914,0.0%,"",Metadata,None,No matching concept,Undefined
9867358,"Ophthalmic ultrasound, diagnostic; B-scan (with or without superimposed non-quantitative A-scan)",2211731,1913,0.0%,"",Procedure,CPT4,76512,CPT4
5546492,No matching concept,0,1913,0.0%,"",Metadata,None,No matching concept,Undefined
1765499,No matching concept,0,1913,0.0%,"",Metadata,None,No matching concept,Undefined
4023181,Parathyrin.intact [Mass/volume] in Serum or Plasma --post excision,3048905,1911,0.0%,pg mL,Measurement,LOINC,49036-7,Lab Test
3187128,Kappa light chains.free [Mass/volume] in Serum,3034860,1910,0.0%,mg L,Measurement,LOINC,36916-5,Lab Test
5821865,Zonisamide [Mass/volume] in Serum or Plasma,3010912,1909,0.0%,ug mL,Measurement,LOINC,29620-2,Lab Test
9131010,No matching concept,0,1909,0.0%,"",Metadata,None,No matching concept,Undefined
6235133,"Radiologic examination, hips, bilateral, with pelvis when performed; 2 views",42628062,1908,0.0%,"",Procedure,CPT4,73521,CPT4
9662167,Lambda light chains [Mass/volume] in Urine,3006969,1908,0.0%,mg L,Measurement,LOINC,27394-6,Lab Test
7422902,aPTT.factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma,3010589,1908,0.0%,s,Measurement,LOINC,5946-9,Lab Test
6283017,aPTT.factor substitution in Platelet poor plasma by Coagulation assay --1H post incubation with normal plasma,3034113,1908,0.0%,s,Measurement,LOINC,30323-0,Lab Test
8263500,Cytomegalovirus IgM Ab [Units/volume] in Serum or Plasma,3015635,1907,0.0%,AI,Measurement,LOINC,7853-5,Lab Test
4413786,Vacuum assisted biopsy of breast using ultrasound guidance,4331230,1905,0.0%,"",Procedure,SNOMED,432157003,Procedure
4970611,Plain X-ray of bilateral wrists,37207212,1905,0.0%,"",Procedure,SNOMED,4141000087109,Procedure
8994426,No matching concept,0,1905,0.0%,"",Metadata,None,No matching concept,Undefined
7189419,No matching concept,0,1905,0.0%,"",Metadata,None,No matching concept,Undefined
8183515,Monocytes [#/volume] in Blood,3001604,1904,0.0%,K uL,Measurement,LOINC,26484-6,Lab Test
6640276,Lymphocytes [#/volume] in Blood,3019198,1904,0.0%,K uL,Measurement,LOINC,26474-7,Lab Test
2672939,Neutrophils [#/volume] in Blood,3017732,1904,0.0%,K uL,Measurement,LOINC,26499-4,Lab Test
9321550,Neutrophils/100 leukocytes in Blood,3018010,1904,0.0%,%,Measurement,LOINC,26511-6,Lab Test
9862375,Monocytes/100 leukocytes in Blood,3019069,1904,0.0%,%,Measurement,LOINC,26485-3,Lab Test
5524571,Lymphocytes/100 leukocytes in Blood,3002030,1904,0.0%,%,Measurement,LOINC,26478-8,Lab Test
3618282,Eosinophils/100 leukocytes in Blood,3006504,1903,0.0%,%,Measurement,LOINC,26450-7,Lab Test
9254457,aPTT.factor substitution in Control Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma,3005564,1903,0.0%,s,Measurement,LOINC,5949-3,Lab Test
2338406,Basophils/100 leukocytes in Blood,3022096,1903,0.0%,%,Measurement,LOINC,30180-4,Lab Test
5888415,Intraoperative radiography of hip,4258550,1903,0.0%,"",Procedure,SNOMED,439514002,Procedure
7398919,Basophils [#/volume] in Blood,3006315,1903,0.0%,K uL,Measurement,LOINC,26444-0,Lab Test
5988701,Eosinophils [#/volume] in Blood,3013115,1903,0.0%,K uL,Measurement,LOINC,26449-9,Lab Test
6519749,Epinephrine+Norepinephrine [Mass/time] in 24 hour Urine,3005488,1902,0.0%,ug (24.h),Measurement,LOINC,16111-7,Lab Test
7064439,aPTT.factor substitution in Control Platelet poor plasma by Coagulation assay --1H post incubation with normal plasma,3045356,1899,0.0%,s,Measurement,LOINC,44950-4,Lab Test
2910166,Babesia sp DNA [Presence] in Specimen by NAA with probe detection,3031393,1896,0.0%,"",Measurement,LOINC,42641-1,Lab Test
4406087,Soluble liver Ab [Units/volume] in Serum,3028327,1895,0.0%,[U],Measurement,LOINC,12734-0,Lab Test
5366672,No matching concept,0,1895,0.0%,"",Metadata,None,No matching concept,Undefined
7224559,No matching concept,0,1894,0.0%,"",Metadata,None,No matching concept,Undefined
3903865,Cryptosporidium sp Ag [Presence] in Specimen,3001002,1892,0.0%,"",Measurement,LOINC,31794-1,Lab Test
9892424,Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection,3018447,1892,0.0%,[arb U] mL,Measurement,LOINC,11011-4,Lab Test
4440352,HIV genotype [Susceptibility],3048236,1892,0.0%,"",Measurement,LOINC,48558-1,Lab Test
5433132,Hepatitis C virus RNA [log units/volume] (viral load) in Serum or Plasma by NAA with probe detection,3034868,1890,0.0%,"",Measurement,LOINC,38180-6,Lab Test
4583101,Neutrophils.hypersegmented [Presence] in Blood by Light microscopy,3007030,1888,0.0%,"",Measurement,LOINC,765-8,Lab Test
4056623,No matching concept,0,1886,0.0%,"",Metadata,None,No matching concept,Undefined
3333682,No matching concept,0,1886,0.0%,"",Metadata,None,No matching concept,Undefined
5525311,Metamyelocytes/100 leukocytes in Blood by Manual count,3000666,1884,0.0%,%,Measurement,LOINC,740-1,Lab Test
5233765,No matching concept,0,1882,0.0%,%,Metadata,None,No matching concept,Undefined
9227535,Tomato IgE Ab [Units/volume] in Serum,3007518,1881,0.0%,10*3.[U] L,Measurement,LOINC,6266-1,Lab Test
8451454,Duplex scan of upper extremity arteries or arterial bypass grafts; unilateral or limited study,2313988,1879,0.0%,"",Procedure,CPT4,93931,CPT4
5100299,Epstein Barr virus DNA [Presence] in Specimen by NAA with probe detection,3014258,1879,0.0%,"",Measurement,LOINC,5005-4,Lab Test
8332296,MRI of cervical and thoracic spine with contrast,45765626,1879,0.0%,"",Procedure,SNOMED,702608007,Procedure
7234043,Lymphocytes/100 leukocytes in Cerebral spinal fluid,3020951,1877,0.0%,%,Measurement,LOINC,26479-6,Lab Test
5601439,Potassium [Moles/volume] in Blood,3005456,1876,0.0%,mmol L,Measurement,LOINC,6298-4,Lab Test
2104449,Burr cells [Presence] in Blood by Light microscopy,3005854,1875,0.0%,"",Measurement,LOINC,7790-9,Lab Test
9033706,No matching concept,0,1875,0.0%,%,Metadata,None,No matching concept,Undefined
4009192,No matching concept,0,1875,0.0%,%,Metadata,None,No matching concept,Undefined
7819079,No matching concept,0,1875,0.0%,%,Metadata,None,No matching concept,Undefined
5293658,No matching concept,0,1874,0.0%,%,Metadata,None,No matching concept,Undefined
4555644,No matching concept,0,1874,0.0%,%,Metadata,None,No matching concept,Undefined
7125328,No matching concept,0,1874,0.0%,%,Metadata,None,No matching concept,Undefined
4554498,No matching concept,0,1874,0.0%,%,Metadata,None,No matching concept,Undefined
3291696,No matching concept,0,1874,0.0%,%,Metadata,None,No matching concept,Undefined
6167116,No matching concept,0,1874,0.0%,%,Metadata,None,No matching concept,Undefined
4133028,Oyster IgE Ab [Units/volume] in Serum,3002538,1874,0.0%,10*3.[U] L,Measurement,LOINC,7558-0,Lab Test
3483840,No matching concept,0,1873,0.0%,%,Metadata,None,No matching concept,Undefined
2183421,No matching concept,0,1873,0.0%,%,Metadata,None,No matching concept,Undefined
8909285,No matching concept,0,1873,0.0%,%,Metadata,None,No matching concept,Undefined
3749880,No matching concept,0,1873,0.0%,%,Metadata,None,No matching concept,Undefined
9687933,No matching concept,0,1873,0.0%,%,Metadata,None,No matching concept,Undefined
4599781,No matching concept,0,1873,0.0%,%,Metadata,None,No matching concept,Undefined
4014381,No matching concept,0,1873,0.0%,%,Metadata,None,No matching concept,Undefined
5928355,No matching concept,0,1873,0.0%,%,Metadata,None,No matching concept,Undefined
7129738,No matching concept,0,1873,0.0%,%,Metadata,None,No matching concept,Undefined
3594403,Apple IgE Ab [Units/volume] in Serum,3033893,1872,0.0%,10*3.[U] L,Measurement,LOINC,6021-0,Lab Test
8124857,No matching concept,0,1872,0.0%,%,Metadata,None,No matching concept,Undefined
4026067,No matching concept,0,1872,0.0%,%,Metadata,None,No matching concept,Undefined
7410854,No matching concept,0,1872,0.0%,%,Metadata,None,No matching concept,Undefined
7752636,No matching concept,0,1872,0.0%,%,Metadata,None,No matching concept,Undefined
4038781,No matching concept,0,1872,0.0%,%,Metadata,None,No matching concept,Undefined
9063747,Respiratory rate,3024171,1869,0.0%,"",Measurement,LOINC,9279-1,Clinical Observation
2864188,No matching concept,0,1869,0.0%,"",Metadata,None,No matching concept,Undefined
8267203,Specimen source identified,3015746,1868,0.0%,"",Measurement,LOINC,31208-2,Lab Test
8392901,Thyroxine (T4) free [Mass/volume] in Serum or Plasma by Dialysis,3024675,1868,0.0%,ng dL,Measurement,LOINC,6892-4,Lab Test
1778105,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, after first trimester (> or = 14 weeks 0 days), transabdominal approach; each additional gestation (List separately in addition to code for primary procedure)",2211750,1868,0.0%,"",Procedure,CPT4,76810,CPT4
6535987,CT guided biopsy of bone,4199820,1868,0.0%,"",Procedure,SNOMED,432371004,Procedure
9164811,Tomato IgE Ab RAST class [Presence] in Serum,3017688,1867,0.0%,"",Measurement,LOINC,16057-2,Lab Test
2806441,Mullerian inhibiting substance [Mass/volume] in Serum or Plasma,3047826,1866,0.0%,ng mL,Measurement,LOINC,38476-8,Lab Test
5945897,Hazelnut recombinant (rCor a) 1 IgE Ab [Units/volume] in Serum,42870531,1865,0.0%,10*3.[U] L,Measurement,LOINC,69421-6,Lab Test
5918275,Apple IgE Ab RAST class [Presence] in Serum,3035706,1865,0.0%,"",Measurement,LOINC,15539-0,Lab Test
4595160,Influenza virus A H3 RNA [Presence] in Specimen by NAA with probe detection,3032731,1863,0.0%,"",Measurement,LOINC,49524-2,Lab Test
7180408,Parathyrin [Mass/volume] in Serum or Plasma --10 minutes post excision,3035525,1861,0.0%,pg mL,Measurement,LOINC,35567-7,Lab Test
7109418,Monocytes/100 leukocytes in Cerebral spinal fluid,3037577,1860,0.0%,%,Measurement,LOINC,26486-1,Lab Test
7995686,No matching concept,0,1860,0.0%,"",Metadata,None,No matching concept,Undefined
3305374,Amino acid pattern [Interpretation] in Serum or Plasma Narrative,3048922,1859,0.0%,"",Measurement,LOINC,49247-0,Lab Test
7751390,Protein/Creatinine [Ratio] in 24 hour Urine,3038404,1858,0.0%,mg g{creat},Measurement,LOINC,40486-3,Lab Test
8898237,Interleukin 2 [Mass/volume] in Serum or Plasma,3045699,1857,0.0%,pg mL,Measurement,LOINC,33939-0,Lab Test
2473741,HIV 1+2 Ab+HIV1 p24 Ag [Presence] in Serum or Plasma by Immunoassay,40760007,1856,0.0%,"",Measurement,LOINC,56888-1,Lab Test
6481357,Peanut IgE Ab [Units/volume] in Serum,3012494,1855,0.0%,"",Measurement,LOINC,6206-7,Lab Test
4091264,Giardia lamblia+Cryptosporidium parvum Ag [Presence] in Stool by Immunoassay,3051390,1854,0.0%,"",Measurement,LOINC,48063-2,Lab Test
5186081,Clostridioides difficile toxin B [Presence] in Stool,3023270,1852,0.0%,"",Measurement,LOINC,10895-1,Lab Test
7104385,Lipase [Enzymatic activity/volume] in Body fluid,3026286,1852,0.0%,[U] L,Measurement,LOINC,15212-4,Lab Test
2327405,von Willebrand factor (vWf) cleaving protease actual/normal in Platelet poor plasma by Chromogenic method,3042272,1852,0.0%,%{activity},Measurement,LOINC,53622-7,Lab Test
5471354,Ovomucoid IgE Ab [Units/volume] in Serum,3003633,1850,0.0%,10*3.[U] L,Measurement,LOINC,7557-2,Lab Test
7668406,Mitochondria Ab [Presence] in Serum,3018517,1850,0.0%,"",Measurement,LOINC,14236-4,Lab Test
6007460,"","",1850,0.0%,"","","","",""
7683157,Normetanephrine [Mass/time] in 24 hour Urine,3035015,1848,0.0%,ug (24.h),Measurement,LOINC,2671-6,Lab Test
4808401,Methylenedioxymethamphetamine [Mass/volume] in Urine,3020725,1848,0.0%,"",Measurement,LOINC,19570-1,Lab Test
7276147,"",-1,1847,0.0%,mg dL,"","","",""
1847424,Erythrocyte sedimentation rate by Westergren method,3013707,1847,0.0%,mm h,Measurement,LOINC,4537-7,Lab Test
