procedure_id,concept_name,concept_id,code,procedure_code,procedure_description,frequency,percentage,domain_id,vocabulary_id,concept_code,concept_class_id
9566626,"Visual field assessment, with concurrent real time data analysis and accessible data storage with patient initiated data transmitted to a remote surveillance center for up to 30 days; technical support and patient instructions, surveillance, analysis, and",46257391,CPT4,0379T,PR VISUAL FIELD ASSESSMENT TECH SUPPORT W/INSTRUCT,79,0.0%,Procedure,CPT4,0379T,CPT4
6211173,"Health behavior intervention, family (with the patient present), face-to-face; each additional 15 minutes (List separately in addition to code for primary service)",710048,CPT4,96168,HC HEALTH BEH IVNTJ FAM W/PT F2F EA ADD 15 MIN,79,0.0%,Procedure,CPT4,96168,CPT4
1282901,Itraconazole,759660,CPT4,80189,"HC ITRACONAZOLE, THERAPEUTIC",79,0.0%,Procedure,CPT4,80189,CPT4
9799668,"Subcutaneous injection of filling material (eg, collagen); 1.1 to 5.0 cc",2102117,CPT4,11951,PR FILL CONTOUR DEFCT 1.1-5CC,79,0.0%,Procedure,CPT4,11951,CPT4
3362217,Removal of foreign body from pharynx,2108811,CPT4,42809,PR REMOVE PHARYNX FOREIGN BODY,79,0.0%,Procedure,CPT4,42809,CPT4
3292867,"Injection, anesthetic agent; cervical plexus",2110751,CPT4,64413,"PR INJECT NERV BLCK,CERV PLEXUS",79,0.0%,Procedure,CPT4,64413,CPT4
1954787,"Capsulectomy or capsulotomy; metacarpophalangeal joint, each joint",2104573,CPT4,26520,PR RELEASE MC-P JT CONTRACTURE,79,0.0%,Procedure,CPT4,26520,CPT4
4257848,"Excision, prepatellar bursa",2105003,CPT4,27340,PR REMOVAL PREPATELLA BURSA,79,0.0%,Procedure,CPT4,27340,CPT4
6920054,"Open treatment of acromioclavicular dislocation, acute or chronic",2103740,CPT4,23550,PR OPEN RX A-C JT DISLOC,78,0.0%,Procedure,CPT4,23550,CPT4
5512657,"Urography (pyelography), intravenous, with or without KUB, with or without tomography",2211550,CPT4,74400,PR X-RAY IV PYELOGRAM (IVP),78,0.0%,Procedure,CPT4,74400,CPT4
5135016,"Electrophysiologic evaluation of single or dual chamber transvenous pacing cardioverter-defibrillator (includes defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing and pacing for arrhythmia termination, and programming or r",2313937,CPT4,93642,PR EPHYS EVAL PACG CVDFB PRGRMG/REPRGRMG PARAMETERS,78,0.0%,Procedure,CPT4,93642,CPT4
8783923,"Unlisted procedure, inner ear",2111276,CPT4,69949,PR INNER EAR SURGERY PROC UNLISTED,78,0.0%,Procedure,CPT4,69949,CPT4
6027362,"","",CPT4,82306,HC VITAMIN D25 OH TOTAL,78,0.0%,"","","",""
6996551,"","",CPT4,97550,PR CAREGIVER TRAINING STRATEGIES&TQ 1ST 30 MIN,78,0.0%,"","","",""
9185075,"Anesthesia for all procedures involving veins of upper leg, including exploration",2101643,CPT4,01260,"PR ANESTH,UPPER LEG VEINS SURG",78,0.0%,Procedure,CPT4,01260,CPT4
5592154,"Esophagogastroduodenoscopy, flexible, transoral; with optical endomicroscopy",43527935,CPT4,43252,PR EGD FLEX TRANSORAL W/OPTICAL ENDOMICROSCOPY,78,0.0%,Procedure,CPT4,43252,CPT4
2359996,"Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation",2211562,CPT4,74480,PR XRAY CTRL CATH INSERT URETERAL,78,0.0%,Procedure,CPT4,74480,CPT4
2985049,"Dilation of existing tract, percutaneous, for an endourologic procedure including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation, with postprocedure tube placement, when performed",927095,CPT4,50436,HC DILAT XST TRC NDURLGC PX,78,0.0%,Procedure,CPT4,50436,CPT4
6222645,"Repair, tendon or muscle, extensor, forearm and/or wrist; primary, single, each tendon or muscle",2104155,CPT4,25270,"PR REPR FOREARM TEND/MUSC,EXTEN,PRIM,EA",78,0.0%,Procedure,CPT4,25270,CPT4
5781125,"Sigmoidoscopy, flexible; with endoscopic mucosal resection",46257402,CPT4,45349,PR SGMDSC FLX WITH ENDOSCOPIC MUCOSAL RESECTION,78,0.0%,Procedure,CPT4,45349,CPT4
3176808,"Insertion of tissue expander(s) for other than breast, including subsequent expansion",2102120,CPT4,11960,PR INSERT TISSUE EXPANDER(S),77,0.0%,Procedure,CPT4,11960,CPT4
7700768,"Laparoscopy, surgical, with total hysterectomy, for uterus greater than 250 g",2110231,CPT4,58572,PR LAPAROSCOPY TOTAL HYSTERECTOMY UTERUS > 250 GRAM,77,0.0%,Procedure,CPT4,58572,CPT4
3260193,"","",CPT4,91315,PR PFIZER SARSCOV2 COVID19 BOOSTER VAC BIVALENT 10 MCG/0.2 ML IM 5-11 YRS,77,0.0%,"","","",""
6445392,Colostomy or skin level cecostomy,2109083,CPT4,44320,PR COLOSTOMY,77,0.0%,Procedure,CPT4,44320,CPT4
7296686,"Unlisted procedure, liver",2109342,CPT4,47399,PR LIVER SURGERY PROCEDURE UNLISTED,77,0.0%,Procedure,CPT4,47399,CPT4
1008088,"Decompression fasciotomy, leg; anterior and/or lateral compartments only",2105226,CPT4,27600,PR DECOMPRESS ANT/LAT LEG CMPART,77,0.0%,Procedure,CPT4,27600,CPT4
3785141,"Vestibuloplasty; complex (including ridge extension, muscle repositioning)",2108610,CPT4,40845,PR RECONSTRUC MOUTH COMPLEX,77,0.0%,Procedure,CPT4,40845,CPT4
3597508,"Injection, anesthetic agent; superior hypogastric plexus",2110779,CPT4,64517,"PR N BLOCK INJ, HYPOGAS PLXS",77,0.0%,Procedure,CPT4,64517,CPT4
8388586,"Correction, hallux valgus (bunion), with or without sesamoidectomy; resection of joint with implant",2105642,CPT4,28293,"PR CORRECT BUNION,RESEC JT+IMPLNT",77,0.0%,Procedure,CPT4,28293,CPT4
5024676,"Thoracoscopy, surgical; with total pulmonary decortication, including intrapleural pneumonolysis",2106808,CPT4,32652,PR THORACOSCOPY SURG TOT PULM DECORT,76,0.0%,Procedure,CPT4,32652,CPT4
2950021,"Drainage of peritoneal abscess or localized peritonitis, exclusive of appendiceal abscess, open",2109431,CPT4,49020,PR DRAIN ABD ABSCESS OPEN,76,0.0%,Procedure,CPT4,49020,CPT4
6115495,Laparoscopic treatment of ectopic pregnancy; without salpingectomy and/or oophorectomy,2110299,CPT4,59150,PR RX ECTOP PREG BY LAPAROSCOPE,76,0.0%,Procedure,CPT4,59150,CPT4
8582742,"Closed treatment of femoral shaft fracture, with manipulation, with or without skin or skeletal traction",2105148,CPT4,27502,PR CLOSED RX FEMUR SHAFT FX+MANIP,76,0.0%,Procedure,CPT4,27502,CPT4
1580308,Transfer or transplant of single tendon (with muscle redirection or rerouting); each additional tendon (List separately in addition to code for primary procedure),2105311,CPT4,27692,PR XFER ADDNL LOWER LEG TENDON,76,0.0%,Procedure,CPT4,27692,CPT4
1250703,"Suture of digital nerve, hand or foot; each additional digital nerve (List separately in addition to code for primary procedure)",2110864,CPT4,64832,PR REPAIR EACH ADDNL DIGIT NERVE,76,0.0%,Procedure,CPT4,64832,CPT4
3804586,Anesthesia for; radical perineal procedure,2101057,CPT4,00904,"PR ANESTH,RADICAL PERINEAL SURGERY",76,0.0%,Procedure,CPT4,00904,CPT4
6562447,"Tympanoplasty with antrotomy or mastoidotomy (including canalplasty, atticotomy, middle ear surgery, and/or tympanic membrane repair); without ossicular chain reconstruction",2111237,CPT4,69635,PR TYMPANOPLAS/ANTROTOMY,76,0.0%,Procedure,CPT4,69635,CPT4
2218038,"","",CPT4,93597,HC R&L HRT CATH CHD ABNL NT CNJ,76,0.0%,"","","",""
9972046,"Injection of sclerosing solution, hemorrhoids",2109258,CPT4,46500,PR INJECT SCLEROS SOLN IN HEMORRHOIDS,76,0.0%,Procedure,CPT4,46500,CPT4
3645219,"Prophylactic treatment (nailing, pinning, plating, or wiring) with or without methylmethacrylate, femur",2105131,CPT4,27495,PR REINFORCE FEMUR,76,0.0%,Procedure,CPT4,27495,CPT4
8242573,Strapping; hand or finger,2105876,CPT4,29280,PR STRAPPING OF HAND OR FINGER,76,0.0%,Procedure,CPT4,29280,CPT4
8753917,Excision of lip; transverse wedge excision with primary closure,2108559,CPT4,40510,"PR PARTIAL EXCIS LIP,WEDGE PRIM CLOS",76,0.0%,Procedure,CPT4,40510,CPT4
3052853,"Anesthesia for procedures on male genitalia (including open urethral procedures); orchiopexy, unilateral or bilateral",2101584,CPT4,00930,"PR ANESTH,TESTIS SUSPENSION",76,0.0%,Procedure,CPT4,00930,CPT4
8168902,Anesthesia for procedures on facial bones or skull; radical surgery (including prognathism),2100697,CPT4,00192,"PR ANESTH,RADICAL FACIAL BONE SURGERY",76,0.0%,Procedure,CPT4,00192,CPT4
9332688,"Arthroplasty, radial head; with implant",2103953,CPT4,24366,PR RECONSTRUCT RADIAL HEAD W IMPLANT,76,0.0%,Procedure,CPT4,24366,CPT4
4191818,1-stage distal hypospadias repair (with or without chordee or circumcision); with urethroplasty by local skin flaps and mobilization of urethra,2109939,CPT4,54326,"PR HYPOSPAD REPAIR,1 STAGE,DIST,PLASTY",76,0.0%,Procedure,CPT4,54326,CPT4
8275418,Ultrasound study follow-up (specify),2211790,CPT4,76970,PR ULTRASOUND EXAM FOLLOW-UP,76,0.0%,Procedure,CPT4,76970,CPT4
3527873,"Repair of central venous access device, with subcutaneous port or pump, central or peripheral insertion site",2108223,CPT4,36576,PR RPR CTR VAD W/SUBQ PORT/PMP CTR/PRPH INSJ SIT,75,0.0%,Procedure,CPT4,36576,CPT4
3830758,Excision of sublingual salivary cyst (ranula),2108764,CPT4,42408,PR EXCISION SUBLING SALIVARY CYST,75,0.0%,Procedure,CPT4,42408,CPT4
7077072,"Removal and replacement of all component(s) of a multi-component, inflatable penile prosthesis at the same operative session",2109959,CPT4,54410,"PR REPLACE,INFLATABLE PENILE PROSTHESIS",75,0.0%,Procedure,CPT4,54410,CPT4
3774197,"Chimeric antigen receptor T-cell (CAR-T) therapy; harvesting of blood-derived T lymphocytes for development of genetically modified autologous CAR-T cells, per day",927059,CPT4,0537T,PR CAR-T THERAPY HRVG BLD DRV T LMPHCYT PR DAY,75,0.0%,Procedure,CPT4,0537T,CPT4
6651967,"Removal of prosthesis, including total knee prosthesis, methylmethacrylate with or without insertion of spacer, knee",2105130,CPT4,27488,PR REMOVAL OF KNEE PROSTHESIS,75,0.0%,Procedure,CPT4,27488,CPT4
4602978,"Biopsy, pleura, percutaneous needle",2106742,CPT4,32400,PR NEEDLE BIOPSY PLEURA,75,0.0%,Procedure,CPT4,32400,CPT4
4468238,Mammography; unilateral,2211812,CPT4,77055,"HC DIAG MAMMO,UNILATE",75,0.0%,Procedure,CPT4,77055,CPT4
1063993,"","",CPT4,SHX3264,ICD IMPLANT,75,0.0%,"","","",""
8626270,"","",CPT4,90738,"PR JAPANESE ENCEPH VACC, INACTIVATED, IM",75,0.0%,"","","",""
8069048,"","",CPT4,81373,HC HLA-C CLASS I DNA TYPING,75,0.0%,"","","",""
9545869,"","",CPT4,SHX3274,CARDIAC EVENT RECORDER IMPLANTATION,75,0.0%,"","","",""
7762414,Anesthesia for partial rib resection; not otherwise specified,2100798,CPT4,00470,"PR ANESTH,PARTIAL RIB RESECTN",75,0.0%,Procedure,CPT4,00470,CPT4
8639877,"Excision of benign tumor or cyst of mandible; requiring intra-oral osteotomy (eg, locally aggressive or destructive lesion[s])",2103052,CPT4,21046,"PR EXCISION,BEN TUMOR,MANDIBLE,INTRA-ORAL",75,0.0%,Procedure,CPT4,21046,CPT4
5917319,Reinsertion of spinal fixation device,2103560,CPT4,22849,PR REINSERT SPINAL FIXATION,75,0.0%,Procedure,CPT4,22849,CPT4
7300310,Unlisted craniofacial and maxillofacial procedure,2103221,CPT4,21299,PR CRANIO/MAXILLOFACIAL SURG UNLISTED,75,0.0%,Procedure,CPT4,21299,CPT4
4480729,Open treatment of periarticular fracture and/or dislocation of the elbow (fracture distal humerus and proximal ulna and/or proximal radius),2103999,CPT4,24586,PR OPEN RX PERIARTIC FX/DISLOC ELBOW,75,0.0%,Procedure,CPT4,24586,CPT4
5828434,Treatment of closed elbow dislocation; requiring anesthesia,2104012,CPT4,24605,"PR CLOSED RX ELBOW DISLOCATN,ANESTHESIA",75,0.0%,Procedure,CPT4,24605,CPT4
9467186,"Secondary percutaneous transluminal thrombectomy (eg, nonprimary mechanical, snare basket, suction technique), noncoronary, non-intracranial, arterial or arterial bypass graft, including fluoroscopic guidance and intraprocedural pharmacological thrombolyt",2108325,CPT4,37186,PR SEC PRQ TRLUML THRMBC N-CORONARY N-INTRACRANIAL,75,0.0%,Procedure,CPT4,37186,CPT4
3187830,"Arthrodesis, posterior interbody technique, including laminectomy and/or discectomy to prepare interspace (other than for decompression), single interspace; each additional interspace (List separately in addition to code for primary procedure)",2103521,CPT4,22632,"PR LUMB SP FUSN,POST INTERBDY,EA ADDNL",75,0.0%,Procedure,CPT4,22632,CPT4
8011579,"Debridement of skin, subcutaneous tissue, muscle and fascia for necrotizing soft tissue infection; external genitalia and perineum",2101914,CPT4,11004,"PR DEBRIDE NECROTIC SKIN/ TISSUE, GENIT & PERINM",74,0.0%,Procedure,CPT4,11004,CPT4
3199037,"Open treatment of intercondylar spine(s) and/or tuberosity fracture(s) of the knee, includes internal fixation, when performed",2105188,CPT4,27540,OPEN TX INTERCONDYLAR SPINE/TUBRST FRACTURE KNEE,74,0.0%,Procedure,CPT4,27540,CPT4
6360110,"Neuroendoscopy, intracranial; with excision of pituitary tumor, transnasal or trans-sphenoidal approach",2110590,CPT4,62165,"PR NEUROENDOSCOP,EXC,PIT TUM,TRANSNAS/SPHEN",74,0.0%,Procedure,CPT4,62165,CPT4
5232813,"Suture of 1 nerve; hand or foot, common sensory nerve",2110865,CPT4,64834,SUTURE 1 NERVE HAND/FOOT COMMON SENSORY NERVE,74,0.0%,Procedure,CPT4,64834,CPT4
3119976,"Open treatment of scapular fracture (body, glenoid or acromion) includes internal fixation, when performed",2103754,CPT4,23585,PR OPEN RX SCAPULA FRACTURE,74,0.0%,Procedure,CPT4,23585,CPT4
3804739,"Percutaneous skeletal fixation of carpometacarpal fracture dislocation, thumb (Bennett fracture), with manipulation",2104652,CPT4,26650,PRQ SKEL FIXATION CARP/MTCRPL FX DISLOCATE THUMB,74,0.0%,Procedure,CPT4,26650,CPT4
2480311,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with excision of tumor",2106608,CPT4,31640,"PR BRONCHOSCOPY,EXCIS LESN",74,0.0%,Procedure,CPT4,31640,CPT4
2951917,Duplex scan of arterial inflow and venous outflow for preoperative vessel assessment prior to creation of hemodialysis access; complete unilateral study,710018,CPT4,93986,HC DUP-SCAN HEMO COMPL UNI STD,74,0.0%,Procedure,CPT4,93986,CPT4
7342915,"Medication therapy management service(s) provided by a pharmacist, individual, face-to-face with patient, with assessment and intervention if provided; each additional 15 minutes (List separately in addition to code for primary service)",2514612,CPT4,99607,"PR MEDICATION THERAPY, FACE TO FACE,  EA ADDITIONAL 15 MIN",74,0.0%,Procedure,CPT4,99607,CPT4
3324575,"Simultaneous, independent, quantitative measures of both parasympathetic function and sympathetic function, based on time-frequency analysis of heart rate variability concurrent with time-frequency analysis of continuous respiratory activity, with mean he",43528026,CPT4,95943,PR PARASYMP & SYMP NRV FUNCJ HRT RATE VARIABILITY,74,0.0%,Procedure,CPT4,95943,CPT4
9296005,"","",CPT4,99424,PR PRINCIPAL CARE MGMT SVC 1ST 30 PHYS/QHP CAL MO,74,0.0%,"","","",""
9255612,"","",CPT4,3267F,PR PATH RPRT INCLUDES PT & PN CAT GLEASON & MARGIN,74,0.0%,"","","",""
5489193,Prolonged evaluation and management service before and/or after direct patient care; each additional 30 minutes (List separately in addition to code for prolonged service),2514498,CPT4,99359,PR PROLNG E/M BEFORE&/AFTER DIR CARE EA 30 MIN,74,0.0%,Procedure,CPT4,99359,CPT4
7331356,"Electrophysiologic evaluation of single or dual chamber pacing cardioverter-defibrillator leads including defibrillation threshold evaluation (induction of arrhythmia, evaluation of sensing and pacing for arrhythmia termination) at time of initial implant",2313935,CPT4,93640,PR EPHYS EVAL PACG CVDFB LDS INITIAL IMPLAN/REPLACE,74,0.0%,Procedure,CPT4,93640,CPT4
1411991,"Insertion of tunneled centrally inserted central venous access device, with subcutaneous port; younger than 5 years of age",2108203,CPT4,36560,PR INSJ TUNNELED CTR VAD W/SUBQ PORT UNDER 5 YR,74,0.0%,Procedure,CPT4,36560,CPT4
8522517,"Trachelorrhaphy, plastic repair of uterine cervix, vaginal approach",2110165,CPT4,57720,"PR PLASTIC REPR CERVIX,VAG APPRCH",74,0.0%,Procedure,CPT4,57720,CPT4
8602473,"Sigmoidoscopy, flexible; with transendoscopic ultrasound guided intramural or transmural fine needle aspiration/biopsy(s)",2109191,CPT4,45342,PR SIGMOIDOSCOPY FLX TNDSC US GID NDL ASPIR/BX,74,0.0%,Procedure,CPT4,45342,CPT4
4286882,"Destruction of localized lesion of choroid (eg, choroidal neovascularization); photodynamic therapy (includes intravenous infusion)",2111051,CPT4,67221,"PR DEST,CHOROID LESN,PHOTODYNAMIC THERAPY",74,0.0%,Procedure,CPT4,67221,CPT4
3453726,"Closed treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es]); with manipulation",2104032,CPT4,24675,CLOSED TX ULNAR FRACTURE PROX END W MANIPULATION,73,0.0%,Procedure,CPT4,24675,CPT4
5258651,"Laryngoscopy, direct, operative, with foreign body removal",2106504,CPT4,31530,"PR LARYNGOSCOPY,DIRCT,OP,F.B. REMVL",73,0.0%,Procedure,CPT4,31530,CPT4
5209223,"Hysteroscopy, surgical; with bilateral fallopian tube cannulation to induce occlusion by placement of permanent implants",2110228,CPT4,58565,"PR HYSTEROSCOPY, STERILIZE W IMPLANTS",73,0.0%,Procedure,CPT4,58565,CPT4
7141787,"Incision for implantation of cranial nerve (eg, vagus nerve) neurostimulator electrode array and pulse generator",40757131,CPT4,64568,PR OPEN IMPLANTATION CRANIAL NERVE NEA & PULSE GEN,73,0.0%,Procedure,CPT4,64568,CPT4
8071513,"","",CPT4,1040F,PR DSM-5 CRITERIA MDD DOCD AT THE INITIAL EVAL,73,0.0%,"","","",""
2365306,"Fasciotomy, palmar (eg, Dupuytren's contracture); percutaneous",2104381,CPT4,26040,"PR RELEASE PALM CONTRACT,PERCUTANEOUS",73,0.0%,Procedure,CPT4,26040,CPT4
9353106,Arthrotomy with biopsy; metatarsophalangeal joint,2105503,CPT4,28052,PR BX SYNOVIUM METATARSO-PHAL JT,73,0.0%,Procedure,CPT4,28052,CPT4
3792623,"Gingivectomy, excision gingiva, each quadrant",2108696,CPT4,41820,"PR EXCISION, GUM, EACH QUADRANT",73,0.0%,Procedure,CPT4,41820,CPT4
4558626,"Repair of blepharoptosis; frontalis muscle technique with suture or other material (eg, banked fascia)",2111111,CPT4,67901,"PR FIX LID PTOSIS,FRONTALIS MUSC,SUT",73,0.0%,Procedure,CPT4,67901,CPT4
3537191,"Realignment of extensor tendon, hand, each tendon",2104500,CPT4,26437,"PR REALIGNMENT OF TENDONS,HAND",73,0.0%,Procedure,CPT4,26437,CPT4
2997533,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, with attachment to previously placed pacemaker or implantable defibrillator pulse generator (including revision of pocket, removal, insertion, and/or replacement of existin",2107023,CPT4,33224,PR INSJ ELTRD CAR VEN SYS ATTCH PREV PM/DFB PLS GEN,73,0.0%,Procedure,CPT4,33224,CPT4
8272319,"Laparoscopy, surgical, closure of enterostomy, large or small intestine, with resection and anastomosis",2109075,CPT4,44227,"PR LAP, SURG CLOSE ENTEROSTOMY RESECT ANAST",73,0.0%,Procedure,CPT4,44227,CPT4
7078548,"Laparoscopy, surgical, ablation of 1 or more liver tumor(s); radiofrequency",2109336,CPT4,47370,"PR LAP,ABLAT 1+ LIVER TUMOR(S),RADIOFREQ",73,0.0%,Procedure,CPT4,47370,CPT4
5242815,"Mechanical removal of pericatheter obstructive material (eg, fibrin sheath) from central venous device via separate venous access, radiologic supervision and interpretation",2211637,CPT4,75901,"PR REMOVE,OBST MATL,CVA DEV VIA SEP VEN ACC",73,0.0%,Procedure,CPT4,75901,CPT4
4231419,"Removal of lung, other than pneumonectomy; single lobe (lobectomy)",2106751,CPT4,32480,PR RMVL LUNG OTHER THAN PNEUMONECTOMY 1 LOBE LOBECT,73,0.0%,Procedure,CPT4,32480,CPT4
2006263,"Transfusion, intrauterine, fetal",2108133,CPT4,36460,"PR TRANSFUSION FETAL,INTRAUTER",73,0.0%,Procedure,CPT4,36460,CPT4
9422274,Unlisted chemotherapy procedure,2314248,CPT4,96549,"PR CHEMOTHERAPY, UNSPECIFIED PROCEDURE",73,0.0%,Procedure,CPT4,96549,CPT4
6174319,Anesthesia for sternal debridement,2100846,CPT4,00550,"PR ANESTH,STERNAL DEBRIDEMENT",73,0.0%,Procedure,CPT4,00550,CPT4
1941296,"Incision and drainage, open, of deep abscess (subfascial), posterior spine; lumbar, sacral, or lumbosacral",2103418,CPT4,22015,"PR I&D, POST SPINE, LUMB/SACR/LUMBOSAC",73,0.0%,Procedure,CPT4,22015,CPT4
6380892,"Destruction of lesion(s), penis (eg, condyloma, papilloma, molluscum contagiosum, herpetic vesicle), simple; laser surgery",2109903,CPT4,54057,"PR DESTR PENIS LESN,SIMPL,LASER SURG",73,0.0%,Procedure,CPT4,54057,CPT4
4312371,"Severing adhesions of anterior segment of eye, incisional technique (with or without injection of air or liquid) (separate procedure); goniosynechiae",2110964,CPT4,65865,"PR INCISE INNER EYE ADHESNS,INCISN",73,0.0%,Procedure,CPT4,65865,CPT4
3263004,"Magnetic resonance angiography, head; with contrast material(s)",2211346,CPT4,70545,"PR MR ANGIO, HEAD W/CONTRAST",73,0.0%,Procedure,CPT4,70545,CPT4
4187068,"Repair, extensor tendon, leg; primary, without graft, each tendon",2105290,CPT4,27664,"PR REPAIR EXTEN LEG TENDN,PRIM,EACH",72,0.0%,Procedure,CPT4,27664,CPT4
8440154,"Repair of laceration; cornea and/or sclera, perforating, not involving uveal tissue",2110927,CPT4,65280,"PR REPAIR CORNEA LAC,PERF,NO UVEAL",72,0.0%,Procedure,CPT4,65280,CPT4
7013068,"Reconstruction midface, LeFort I; 2 pieces, segment movement in any direction, without bone graft",2103116,CPT4,21142,"PR RECONST FACE,LEFORT I,2 PIECES",72,0.0%,Procedure,CPT4,21142,CPT4
4526389,"Closed treatment of carpometacarpal dislocation, other than thumb, with manipulation, each joint; without anesthesia",2104654,CPT4,26670,"PR CLOSED RX, CARPOMETACAR DISLOC,NON-THUMB",72,0.0%,Procedure,CPT4,26670,CPT4
2629697,"Cystorrhaphy, suture of bladder wound, injury or rupture; simple",2109753,CPT4,51860,"PR REPAIR BLADDER WOUND/INJ,SIMPLE",72,0.0%,Procedure,CPT4,51860,CPT4
6146636,"1-stage distal hypospadias repair (with or without chordee or circumcision); with extensive dissection to correct chordee and urethroplasty with local skin flaps, skin graft patch, and/or island flap",2109940,CPT4,54328,"PR HYPOSPAD REPR,1 STAGE,DIST,EXTENSV",72,0.0%,Procedure,CPT4,54328,CPT4
1945174,"Arthrodesis, posterior, for spinal deformity, with or without cast; 7 to 12 vertebral segments",2103533,CPT4,22802,"PR SPINE FUSION,POSTER,7-12 SGMTS",72,0.0%,Procedure,CPT4,22802,CPT4
1287003,"Transcutaneous electrical modulation pain reprocessing (eg, scrambler therapy), each treatment session (includes placement of electrodes)",42742471,CPT4,0278T,PR TRNSCUT ELECT MODLATION PAIN REPROCES EA TX SESS,72,0.0%,Procedure,CPT4,0278T,CPT4
4526256,"Arthrodesis, interphalangeal joint, with or without internal fixation; with autograft (includes obtaining graft)",2104717,CPT4,26862,PR FUSION/GRAFT FINGER JT,71,0.0%,Procedure,CPT4,26862,CPT4
4784297,"Placement of biliary drainage catheter, percutaneous, including diagnostic cholangiography when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation; external",42628232,CPT4,47533,HC PLMT BILIARY DRAINAGE CATH EXTERNAL,71,0.0%,Procedure,CPT4,47533,CPT4
4592848,"Selective catheter placement, each intracranial branch of the internal carotid or vertebral arteries, unilateral, with angiography of the selected vessel circulation and all associated radiological supervision and interpretation (eg, middle cerebral arter",43527929,CPT4,36228,PR SLCTV CATH INTRCRNL BRNCH ANGIO INTRL CAROT/VERT,71,0.0%,Procedure,CPT4,36228,CPT4
4364592,"","",CPT4,90385,"PR RH IG, MINIDOSE, IM",71,0.0%,"","","",""
8858655,"Injection procedure for antegrade nephrostogram and/or ureterogram, complete diagnostic procedure including imaging guidance (eg, ultrasound and fluoroscopy) and all associated radiological supervision and interpretation; new access",42627894,CPT4,50430,"HC NJX PX NFROSGRM &/URTRGRM, NEW ACCESS",71,0.0%,Procedure,CPT4,50430,CPT4
5915039,"Cystourethroscopy (including ureteral catheterization); with manipulation, without removal of ureteral calculus",2109799,CPT4,52330,"PR CYSTOSCOPY,MANIPULATN",71,0.0%,Procedure,CPT4,52330,CPT4
9786483,Closed treatment of mandibular fracture with interdental fixation,2103318,CPT4,21453,PR CLOSED RX MANDIBLE FX+DENTAL FIX,71,0.0%,Procedure,CPT4,21453,CPT4
5097060,Reopening of recent laparotomy,2109429,CPT4,49002,PR REOPEN RECENT ABD EXPLORATORY,71,0.0%,Procedure,CPT4,49002,CPT4
7265908,"Venipuncture, younger than age 3 years, necessitating the skill of a physician or other qualified health care professional, not to be used for routine venipuncture; femoral or jugular vein",2108101,CPT4,36400,PR VNPNXR <3 YEARS PHY/QHP SKILL FEMRAL/JUGLAR VEIN,71,0.0%,Procedure,CPT4,36400,CPT4
3877875,"Nasopharyngoscopy, surgical, with dilation of eustachian tube (ie, balloon dilation); unilateral",759650,CPT4,69705,PR SURG NASOPHARYNGOSCOPY DILAT EUSTACHIAN TUBE UNI,70,0.0%,Procedure,CPT4,69705,CPT4
5684408,"Cautery of cervix; cryocautery, initial or repeat",2110152,CPT4,57511,PR CRYOCAUTERY OF CERVIX,70,0.0%,Procedure,CPT4,57511,CPT4
4445809,"Repair of single transvenous electrode, permanent pacemaker or implantable defibrillator",2107008,CPT4,33218,PR RPR 1 TRANSVNS ELTRD PRM PM/PACING IMPLNTBL DFB,70,0.0%,Procedure,CPT4,33218,CPT4
7538638,"Upper gastrointestinal endoscopy, simple primary examination (eg, with small diameter flexible endoscope) (separate procedure)",2108882,CPT4,43234,"PR UPPER GI ENDOSCOPY,EXAM",70,0.0%,Procedure,CPT4,43234,CPT4
6870058,"Radiation treatment delivery, >/=1 MeV; intermediate",2211863,CPT4,77407,CHG RADIATION TREATMENT DELIVERY 1 MEV+ INTERMEDIATE,70,0.0%,Procedure,CPT4,77407,CPT4
7622528,"Excision, tumor, soft tissue of pelvis and hip area, subfascial (eg, intramuscular); 5 cm or greater",40757007,CPT4,27045,PR EXC TUMOR SOFT TISSUE PELVIS & HIP SUBFASC 5+CM,70,0.0%,Procedure,CPT4,27045,CPT4
9927225,"","",CPT4,0361U,HC NEURFLMNT LT CHN DIG IA QUAN (MAYO),70,0.0%,"","","",""
6978768,"","",CPT4,85045,HC BL COUNT RETICULOCYTE AUTO,70,0.0%,"","","",""
9191754,"","",CPT4,81456,HC ARCHER FUSIONPLEX (YM 81456),70,0.0%,"","","",""
4643033,"Pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy (Whipple-type procedure); with pancreatojejunostomy",2109406,CPT4,48150,"PR PART REMV PANC,PROX+REMV DUOD+ANAST",70,0.0%,Procedure,CPT4,48150,CPT4
9176946,"Anesthesia for intraoral procedures, including biopsy; radical surgery",2100693,CPT4,00176,"PR ANESTH,PHARYNX SURG RADICAL",70,0.0%,Procedure,CPT4,00176,CPT4
